pid,code,A/C,M/F,duration,engagement_score,norm_engagement_score,engagement_level
0,"['Approach', 'None']",Child,Female,5680,3.52112676056338,6.341145877943407,mid
1,"['Approach', 'None']",Child,Female,11840,3.533783783783784,6.372980862156244,mid
2,"['Approach', 'None']",Child,Male,24840,3.6280193236714977,6.61000238549338,mid
3,"['Approach', 'None']",Child,Male,12280,3.517915309446254,6.333068426094445,mid
4,['Pass'],Child,Male,21040,1.0,0.0,low
5,"['Approach', 'None']",Child,Male,11920,3.651006711409396,6.667820334705219,mid
6,['Pass'],Child,Male,6560,1.0,0.0,low
7,['Pass'],Adult,Male,19440,1.0,0.0,low
8,"['Approach', 'None']",Adult,Female,25120,3.656050955414013,6.680507632931376,mid
9,"['Approach', 'None']",Adult,Female,12640,3.5253164556962027,6.351683812186508,mid
10,['Pass'],Adult,Female,6640,1.0,0.0,low
11,['Pass'],Adult,Female,11760,1.0,0.0,low
12,['Pass'],Adult,Female,12200,1.0,0.0,low
13,"['Approach', 'None']",Adult,Female,20400,3.662745098039216,6.697344761305154,mid
14,['Pass'],Adult,Male,19400,1.0,0.0,low
15,['Pass'],Adult,Female,11520,1.0,0.0,low
16,"['Approach', 'None']",Adult,Female,26160,3.801223241590214,7.045645419129849,mid
17,['Pass'],Child,Male,12240,1.0,0.0,low
18,"['Approach', 'None']",Child,Male,12480,3.5961538461538463,6.529854237224707,mid
19,"['Approach', 'None']",Child,Male,28400,3.6732394366197183,6.723740154377983,mid
20,"['Approach', 'None']",Child,Male,17680,3.800904977375566,7.04484491998622,mid
21,"['Approach', 'None']",Child,Male,6960,3.137931034482759,5.377330794588112,mid
22,"['Approach', 'None']",Child,Male,26240,3.667682926829269,6.709764403652308,mid
23,"['Approach', 'None']",Adult,Female,17680,3.3122171945701355,5.815695887096863,mid
24,"['Approach', 'Touch', 'None', 'Gesture']",Adult,Female,15200,4.336842105263158,8.392835652741681,high
25,"['Approach', 'None', 'None']",Adult,Female,57600,3.858333333333333,7.189288899699991,mid
26,"['Approach', 'None']",Adult,Female,17760,3.855855855855856,7.183057540634773,mid
27,"['Approach', 'Touch', 'None']",Adult,Female,10320,4.162790697674419,7.9550610104484285,mid
28,"['Approach', 'None', 'Touch', 'None', 'None', 'Touch', 'None', 'Touch']",Adult,Female,128520,3.824774354186119,7.104881250859759,mid
29,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Male,34240,4.0607476635514015,7.698402053301262,mid
30,"['Approach', 'None', 'Touch', 'None']",Child,Female,48960,3.3366013071895426,5.877026883079512,mid
31,"['Approach', 'None']",Child,Male,36720,3.261437908496732,5.687975668658771,mid
32,['Pass'],Child,Female,12320,1.0,0.0,low
33,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None']",Child,Female,63920,4.212765957446809,8.080758939430797,high
34,['Follow'],Child,Female,15280,2.0,2.515203113597665,low
35,['Avoid'],Child,Female,15440,2.0,2.515203113597665,low
36,['Follow'],Child,Female,8240,2.0,2.515203113597665,low
37,"['Avoid', 'None']",Child,Female,20400,3.2980392156862743,5.780035390463652,mid
38,"['Follow', 'None']",Child,Female,12640,2.632911392405063,4.107103818406313,mid
39,"['Approach', 'Gesture', 'None', 'Gesture', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None']",Child,Female,88160,4.351179673321234,8.428897548562771,high
40,['Follow'],Child,Female,34480,2.0,2.515203113597665,low
41,"['Avoid', 'None']",Child,Female,18680,3.147751605995717,5.402031526634813,mid
42,['Pass'],Adult,Male,12240,1.0,0.0,low
43,['Pass'],Adult,Male,14400,1.0,0.0,low
44,"['Approach', 'Gesture', 'None']",Adult,Male,91080,3.96354852876592,7.453926486849821,mid
45,['Follow'],Adult,Male,37920,2.0,2.515203113597665,low
46,"['Avoid', 'None', 'Touch']",Adult,Male,22000,3.6763636363636367,6.7315981513013865,mid
47,"['Approach', 'None']",Adult,Female,55200,3.815942028985508,7.082666159014874,mid
48,['Follow'],Adult,Female,13120,2.0,2.515203113597665,low
49,['Avoid'],Adult,Female,12000,2.0,2.515203113597665,low
50,['Follow'],Adult,Female,10320,2.0,2.515203113597665,low
51,"['Avoid', 'None']",Adult,Female,36160,3.2831858407079646,5.742676135470775,mid
52,['Pass'],Child,Male,14000,1.0,0.0,low
53,['Pass'],Child,Male,9280,1.0,0.0,low
54,['Pass'],Child,Male,17280,1.0,0.0,low
55,['Pass'],Child,Male,10720,1.0,0.0,low
56,['Pass'],Child,Male,15040,1.0,0.0,low
57,['Pass'],Child,Male,16400,1.0,0.0,low
58,['Pass'],Adult,Female,17200,1.0,0.0,low
59,"['Approach', 'None']",Child,Male,12800,3.59375,6.523808075893943,mid
60,"['Approach', 'None']",Child,Male,14160,3.457627118644068,6.181431380875617,mid
61,"['Approach', 'Gesture']",Adult,Female,8720,3.770642201834862,6.968727892720135,mid
62,"['Approach', 'Gesture']",Child,Male,6640,3.9397590361445785,7.394091080937714,mid
63,"['Approach', 'None']",Adult,Female,28240,3.379603399433428,5.985185879382544,mid
64,"['Approach', 'Touch', 'Gesture']",Child,Male,24160,3.52317880794702,6.346307193911988,mid
65,['Pass'],Child,Male,11600,1.0,0.0,low
66,['Pass'],Child,Male,7440,1.0,0.0,low
67,['Pass'],Child,Male,13360,1.0,0.0,low
68,"['Approach', 'Gesture']",Child,Male,6280,3.789808917197452,7.016936074877561,mid
69,['Pass'],Adult,Male,8720,1.0,0.0,low
70,['Pass'],Adult,Female,11680,1.0,0.0,low
71,['Pass'],Child,Male,7120,1.0,0.0,low
72,['Pass'],Adult,Male,10320,1.0,0.0,low
73,['Pass'],Adult,Male,10400,1.0,0.0,low
74,['Pass'],Child,Male,23200,1.0,0.0,low
75,['Pass'],Adult,Male,20480,1.0,0.0,low
76,['Pass'],Adult,Male,16480,1.0,0.0,low
77,"['Approach', 'None']",Adult,Male,25280,3.632911392405064,6.622306932003978,mid
78,"['Approach', 'None', 'Gesture', 'None']",Adult,Female,16240,3.768472906403941,6.963271674097967,mid
79,"['Approach', 'None', 'Gesture', 'Gesture']",Child,Female,21760,3.882352941176471,7.249703092134445,mid
80,"['Approach', 'Gesture', 'None', 'Gesture']",Child,Male,16800,4.109523809523809,7.821083967520356,mid
81,"['Approach', 'Gesture', 'None']",Child,Male,29000,4.086896551724138,7.764171818250446,mid
82,"['Approach', 'Gesture']",Child,Male,10720,3.925373134328359,7.357907615897647,mid
83,['Pass'],Child,Female,11520,1.0,0.0,low
84,"['Approach', 'None']",Child,Female,5120,3.375,5.9736073947944535,mid
85,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Female,57120,3.910364145658264,7.320156960862672,mid
86,['Follow'],Child,Female,12240,2.0,2.515203113597665,low
87,"['Approach', 'None', 'Gesture']",Child,Female,18320,3.7248908296943233,6.853653899060886,mid
88,"['Approach', 'None']",Child,Female,55120,3.867924528301887,7.21341270314802,mid
89,['Follow'],Child,Female,11680,2.0,2.515203113597665,low
90,"['Approach', 'None']",Adult,Female,8240,3.5145631067961167,6.3246369555514095,mid
91,"['Approach', 'None', 'Touch']",Adult,Female,23080,4.022530329289428,7.602277695172145,mid
92,"['Approach', 'None']",Adult,Female,25440,3.783018867924529,6.999857721804822,mid
93,['Follow'],Adult,Female,11280,2.0,2.515203113597665,low
94,"['Approach', 'None']",Adult,Male,28400,3.602816901408451,6.546613174547161,mid
95,['Follow'],Adult,Male,11440,2.0,2.515203113597665,low
96,"['Approach', 'None']",Adult,Female,31440,3.7709923664122136,6.969608627755361,mid
97,['Follow'],Adult,Female,6000,2.0,2.515203113597665,low
98,"['Approach', 'None']",Child,Male,74320,3.880516684607104,7.245084533893811,mid
99,['Follow'],Child,Male,10000,2.0,2.515203113597665,low
100,"['Approach', 'None']",Adult,Female,14080,3.392045454545454,6.016480175139868,mid
101,['Pass'],Adult,Male,12160,1.0,0.0,low
102,['Pass'],Adult,Male,9840,1.0,0.0,low
103,['Pass'],Child,Male,7520,1.0,0.0,low
104,['Pass'],Child,Male,5280,1.0,0.0,low
105,['Pass'],Child,Male,13920,1.0,0.0,low
106,['Pass'],Adult,Male,13280,1.0,0.0,low
107,"['Approach', 'None']",Adult,Male,12720,3.125786163522013,5.3467839773334,mid
108,['Approach'],Adult,Male,10320,3.0,5.03040622719533,mid
109,['Follow'],Adult,Male,14160,2.0,2.515203113597665,low
110,"['Approach', 'None', 'Gesture', 'None']",Adult,Male,26720,3.874251497005988,7.2293263145322095,mid
111,['Approach'],Child,Female,4080,3.0,5.03040622719533,mid
112,['Avoid'],Child,Female,6240,2.0,2.515203113597665,low
113,['Follow'],Child,Female,10480,2.0,2.515203113597665,low
114,['Avoid'],Child,Female,4560,2.0,2.515203113597665,low
115,"['Approach', 'None', 'Touch', 'None', 'None']",Child,Female,31680,3.8207070707070714,7.094651206789372,mid
116,['Avoid'],Adult,Male,3440,2.0,2.515203113597665,low
117,"['Follow', 'None']",Adult,Male,14160,3.1977401129943503,5.527762775081873,mid
118,"['Approach', 'None', 'Touch', 'None']",Adult,Male,28720,4.011142061281337,7.5736338880197085,mid
119,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",Adult,Male,158280,4.086934546373515,7.764267382510859,mid
120,"['Approach', 'Touch', 'None', 'Touch', 'None']",Adult,Male,31760,4.415617128463476,8.59097083636885,high
121,"['Approach', 'None']",Adult,Male,27720,3.935064935064935,7.382284463286651,mid
122,['Approach'],Adult,Male,12240,3.0,5.03040622719533,mid
123,"['Avoid', 'None', 'Touch']",Adult,Male,12200,3.675409836065574,6.72919914982195,mid
124,['Avoid'],Child,Female,3040,2.0,2.515203113597665,low
125,['Follow'],Child,Female,8640,2.0,2.515203113597665,low
126,"['Approach', 'None', 'Touch', 'None']",Child,Female,30720,4.114583333333333,7.833809697559393,mid
127,"['Approach', 'None']",Child,Female,27520,3.75,6.916808562393578,mid
128,"['Approach', 'None']",Child,Female,6560,3.463414634146342,6.195988157886932,mid
129,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Gesture', 'None']",Child,Female,90360,4.236830455953962,8.141286041003154,high
130,"['Approach', 'None']",Child,Female,8720,3.651376146788991,6.668749539722248,mid
131,"['Approach', 'Touch']",Child,Female,7040,3.8181818181818175,7.088299683775237,mid
132,"['Approach', 'Touch']",Child,Female,9280,3.637931034482759,6.634932351386944,mid
133,"['Approach', 'None', 'Touch']",Child,Female,10080,4.079365079365079,7.745228635522967,mid
134,"['Approach', 'Touch']",Child,Female,7880,3.5583756345177666,6.434834361691487,mid
135,"['Approach', 'None', 'Approach', 'None']",Child,Female,26640,3.543543543543544,6.3975286402919584,mid
136,"['Approach', 'None', 'Touch']",Child,Female,11040,3.855072463768116,7.181087150416522,mid
137,"['Approach', 'None', 'Touch', 'None']",Child,Female,19920,3.987951807228916,7.515305688821937,mid
138,['Approach'],Child,Female,2720,3.0,5.03040622719533,mid
139,"['Approach', 'None']",Child,Female,6720,3.523809523809524,6.347893572413153,mid
140,"['Approach', 'Touch', 'None']",Child,Female,16400,4.0634146341463415,7.705110026045529,mid
141,"['Approach', 'None']",Adult,Female,20400,3.0784313725490198,5.227677059634361,mid
142,"['Approach', 'None']",Adult,Male,14080,3.357954545454546,5.93073461444904,mid
143,"['Approach', 'Touch', 'None']",Child,Male,42540,3.913963328631876,7.329209637084309,mid
144,"['Approach', 'None', 'Touch', 'None']",Child,Male,44080,4.001814882032668,7.550174137732373,mid
145,['Pass'],Adult,Female,15520,1.0,0.0,low
146,['Pass'],Adult,Female,21120,1.0,0.0,low
147,"['Approach', 'None']",Adult,Female,139440,3.942627653471027,7.401306236168916,mid
148,"['Approach', 'Gesture', 'None']",Adult,Female,32560,4.0,7.545609340792994,mid
149,"['Approach', 'None']",Adult,Female,33360,3.911270983213429,7.322437841504952,mid
150,"['Approach', 'None']",Adult,Female,19360,3.4049586776859506,6.048959554189426,mid
151,"['Approach', 'Touch']",Child,Male,14640,4.300546448087432,8.301544702803222,high
152,"['Approach', 'None']",Child,Male,82960,3.96046287367406,7.446165437555285,mid
153,"['Approach', 'None', 'Gesture', 'Touch', 'None']",Child,Male,69680,3.985074626865672,7.508068995813924,mid
154,"['Approach', 'None']",Child,Male,10080,3.682539682539683,6.7471321618731,mid
155,"['Approach', 'Touch', 'Gesture', 'None']",Child,Male,38560,4.4128630705394185,8.584043821303233,high
156,"['Follow', 'Gesture']",Child,Male,22000,2.621818181818182,4.079202140598395,mid
157,['Pass'],Child,Male,10560,1.0,0.0,low
158,"['Approach', 'None']",Adult,Female,14800,3.5027027027027025,6.294805630247128,mid
159,"['Approach', 'Touch', 'None', 'Touch', 'None']",Child,Male,48000,4.078333333333333,7.742633584691477,mid
160,"['Approach', 'Touch', 'None']",Child,Male,52880,4.130105900151285,7.872852105950933,mid
161,"['Approach', 'None']",Child,Male,10800,3.311111111111111,5.812913862536825,mid
162,"['Approach', 'Touch']",Adult,Female,16640,4.105769230769231,7.8116404393465935,mid
163,"['Approach', 'None']",Adult,Female,21520,3.509293680297397,6.311383277614957,mid
164,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Adult,Female,102160,4.421299921691464,8.605264215589816,high
165,"['Approach', 'Touch', 'None']",Adult,Female,18800,4.046808510638297,7.663342252493309,mid
166,"['Approach', 'Touch']",Adult,Female,14640,4.103825136612022,7.806750647669254,mid
167,['Avoid'],Adult,Female,7360,2.0,2.515203113597665,low
168,"['Approach', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",Adult,Female,79920,4.392392392392392,8.532555907890377,high
169,"['Approach', 'Gesture', 'None']",Adult,Male,15120,4.0,7.545609340792994,mid
170,"['Approach', 'None', 'Gesture', 'None', 'None']",Adult,Male,66240,3.786231884057971,7.007939109987697,mid
171,"['Approach', 'None', 'Touch', 'None']",Adult,Male,22560,4.170212765957447,7.973729019703235,mid
172,"['Approach', 'None']",Adult,Male,9760,3.7131147540983607,6.824034677055959,mid
173,"['Approach', 'None']",Adult,Male,18080,3.371681415929204,5.965260481806851,mid
174,['Avoid'],Adult,Male,8000,2.0,2.515203113597665,low
175,"['Approach', 'None']",Adult,Male,47600,3.8,7.042568718073462,mid
176,"['Approach', 'None']",Adult,Male,20640,3.162790697674419,5.439857896850764,mid
177,"['Approach', 'None', 'Gesture', 'None', 'Gesture']",Child,Male,19960,4.354709418837675,8.437775575475934,high
178,"['Approach', 'None', 'Gesture', 'None']",Child,Male,39280,3.9287169042769854,7.366317876483587,mid
179,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Gesture', 'None', 'Gesture', 'None']",Child,Male,104280,4.172612197928654,7.979764078468081,mid
180,"['Approach', 'None']",Child,Male,18880,3.4279661016949152,6.106827898692635,mid
181,['Avoid'],Child,Male,7200,2.0,2.515203113597665,low
182,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Gesture']",Child,Male,117760,4.137228260869565,7.890766289805717,mid
183,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None']",Child,Male,46680,4.036846615252784,7.638286062202333,mid
184,"['Approach', 'Gesture', 'None']",Child,Male,25760,3.993788819875777,7.529986961205432,mid
185,"['Approach', 'Gesture', 'None', 'Gesture', 'None']",Child,Male,40400,4.01980198019802,7.595415343042453,mid
186,['Follow'],Adult,Female,14720,2.0,2.515203113597665,low
187,['Follow'],Adult,Male,7360,2.0,2.515203113597665,low
188,['Avoid'],Adult,Male,2800,2.0,2.515203113597665,low
189,['Pass'],Adult,Female,13040,1.0,0.0,low
190,"['Approach', 'Touch', 'Gesture', 'Touch', 'Gesture']",Child,Female,55560,4.809935205183585,9.582760890683112,high
191,"['Approach', 'Touch']",Child,Female,41360,4.7794970986460354,9.506202870347847,high
192,"['Approach', 'Touch']",Child,Female,55920,4.605150214592275,9.067685044729778,high
193,"['Approach', 'Touch']",Child,Female,33120,4.579710144927536,9.003698102298886,high
194,"['Approach', 'None']",Child,Female,15840,3.611111111111112,6.567474796616127,mid
195,"['Approach', 'Gesture', 'Touch', 'Touch', 'Touch', 'None', 'Touch', 'Touch', 'Touch']",Child,Female,104680,4.856706152082538,9.700399321949266,high
196,['Approach'],Child,Male,3360,3.0,5.03040622719533,mid
197,['Approach'],Child,Male,4400,3.0,5.03040622719533,mid
198,['Approach'],Child,Male,2720,3.0,5.03040622719533,mid
199,['Approach'],Child,Male,3080,3.0,5.03040622719533,mid
200,['Approach'],Child,Male,1920,3.0,5.03040622719533,mid
201,['Approach'],Child,Male,4200,3.0,5.03040622719533,mid
202,['Approach'],Child,Male,2400,3.0,5.03040622719533,mid
203,['Approach'],Child,Male,4720,3.0,5.03040622719533,mid
204,"['Approach', 'None']",Child,Female,68480,3.657710280373832,6.684681172236784,mid
205,"['Approach', 'Touch']",Child,Female,32880,3.798053527980535,7.037672945589573,mid
206,"['Approach', 'None', 'Gesture']",Child,Female,87080,4.1070280202113,7.814806550470648,mid
207,"['Approach', 'None']",Child,Male,32760,3.694749694749695,6.777842822600789,mid
208,"['Approach', 'None']",Child,Male,12000,3.2466666666666666,5.650822995216086,mid
209,"['Approach', 'None']",Child,Female,24480,3.349673202614379,5.909905355152683,mid
210,"['Approach', 'None']",Child,Female,46000,3.805217391304348,7.055691516927015,mid
211,"['Approach', 'Gesture']",Child,Female,63520,4.428211586901764,8.622648457446907,high
212,"['Approach', 'Touch']",Child,Male,55520,4.76657060518732,9.473690113752586,high
213,['Approach'],Child,Male,6320,3.0,5.03040622719533,mid
214,['Avoid'],Child,Male,9600,2.0,2.515203113597665,low
215,"['Follow', 'Touch']",Child,Male,33440,3.7583732057416266,6.937868875545711,mid
216,"['Approach', 'None']",Child,Female,15920,3.708542713567839,6.812535066478096,mid
217,"['Approach', 'Touch']",Child,Female,56640,4.8559322033898304,9.698452683787606,high
218,"['Approach', 'Touch']",Child,Female,89600,4.935714285714286,9.89912082565938,high
219,"['Approach', 'None']",Child,Female,21440,3.388059701492537,6.006455196651139,mid
220,"['Approach', 'Touch']",Child,Female,8800,3.6,6.539528095353927,mid
221,['Follow'],Child,Female,34720,2.0,2.515203113597665,low
222,"['Approach', 'Touch']",Child,Female,67920,4.882214369846879,9.764557670692463,high
223,"['Approach', 'None']",Child,Female,44880,3.868092691622103,7.21383566805462,mid
224,"['Approach', 'None']",Child,Female,11520,3.4444444444444446,6.148274277683181,mid
225,"['Approach', 'Touch']",Child,Female,40000,4.6,9.054731208951592,high
226,"['Approach', 'None', 'Touch']",Child,Female,114720,4.726638772663877,9.373253444257964,high
227,['Approach'],Child,Female,6240,3.0,5.03040622719533,mid
228,['Follow'],Child,Female,38400,2.0,2.515203113597665,low
229,"['Approach', 'Touch']",Child,Female,97360,4.944124897288415,9.92027522207789,high
230,"['Approach', 'None']",Child,Female,19360,3.7561983471074383,6.932398664337366,mid
231,"['Approach', 'None']",Child,Female,26720,3.838323353293413,7.138959735600557,mid
232,"['Approach', 'None']",Child,Female,21440,3.6007462686567164,6.541405112602882,mid
233,"['Approach', 'Touch']",Child,Male,6240,3.9230769230769234,7.352132178208559,mid
234,"['Approach', 'Touch']",Child,Male,9200,3.921739130434783,7.348767357989699,mid
235,"['Approach', 'Touch']",Child,Male,37920,4.79113924050633,9.535485221803809,high
236,"['Approach', 'Touch']",Child,Male,58880,4.921195652173914,9.862603513373454,high
237,['Approach'],Child,Male,4360,3.0,5.03040622719533,mid
238,['Avoid'],Child,Male,5600,2.0,2.515203113597665,low
239,['Follow'],Child,Male,11840,2.0,2.515203113597665,low
240,['Avoid'],Child,Male,8560,2.0,2.515203113597665,low
241,['Follow'],Child,Male,5280,2.0,2.515203113597665,low
242,['Follow'],Child,Male,6080,2.0,2.515203113597665,low
243,"['Approach', 'None']",Child,Male,21840,3.4725274725274726,6.218908797356864,mid
244,"['Approach', 'None']",Child,Male,9040,3.380530973451327,5.987518916440457,mid
245,"['Approach', 'None', 'Touch']",Child,Male,38800,4.402061855670103,8.556876572033293,high
246,"['Approach', 'Touch']",Child,Male,49360,4.828200972447326,9.628703005377124,high
247,"['Approach', 'Touch']",Child,Male,14640,4.715846994535519,9.346109930308264,high
248,['Approach'],Child,Male,3920,3.0,5.03040622719533,mid
249,['Avoid'],Child,Male,3520,2.0,2.515203113597665,low
250,['Follow'],Child,Male,24480,2.0,2.515203113597665,low
251,"['Approach', 'Touch']",Child,Male,93600,4.750427350427351,9.433086549116714,high
252,"['Approach', 'None']",Child,Male,26400,3.9,7.294089029433229,mid
253,"['Approach', 'None']",Child,Male,38080,3.8739495798319328,7.228566931515977,mid
254,"['Approach', 'Touch', 'Touch', 'Touch']",Child,Male,165440,4.975822050290136,10.0,high
255,['Avoid'],Child,Female,8320,2.0,2.515203113597665,low
256,['Follow'],Child,Female,36160,2.0,2.515203113597665,low
257,"['Approach', 'None']",Child,Female,91520,3.916083916083916,7.334543345246336,mid
258,"['Approach', 'Touch', 'None']",Child,Female,87440,4.55352241537054,8.937830643379076,high
259,"['Approach', 'None']",Child,Female,13440,3.446428571428572,6.15326476005143,mid
260,"['Approach', 'Touch']",Child,Female,8960,4.071428571428571,7.725266706049969,mid
261,"['Approach', 'Gesture']",Child,Male,6240,4.333333333333333,8.384010378658882,high
262,['Avoid'],Child,Male,14000,2.0,2.515203113597665,low
263,"['Approach', 'Touch']",Child,Male,41440,4.718146718146718,9.351894202295563,high
264,"['Approach', 'None']",Child,Male,26800,3.623880597014925,6.599592647320439,mid
265,"['Approach', 'None']",Child,Male,90080,3.9289520426287754,7.366909297198133,mid
266,"['Approach', 'None']",Child,Male,10960,3.5912408759124093,6.517497119176432,mid
267,['Approach'],Child,Male,2800,3.0,5.03040622719533,mid
268,"['Approach', 'None']",Child,Male,15440,3.8549222797927465,7.180709407214058,mid
269,"['Approach', 'None', 'None']",Child,Male,31760,3.851385390428212,7.171813412071931,mid
270,"['Approach', 'None']",Child,Female,15920,3.5678391959799,6.458637140946767,mid
271,"['Approach', 'None']",Child,Female,36960,3.85930735930736,7.191738772862588,mid
272,"['Approach', 'None']",Child,Female,20960,3.5114503816793894,6.316807819646043,mid
273,"['Approach', 'None', 'None']",Child,Female,65680,3.903775883069428,7.303586142286033,mid
274,"['Approach', 'None']",Child,Male,50320,3.747217806041336,6.909810779486111,mid
275,"['Approach', 'None']",Child,Male,76960,3.776507276507276,6.983479746797673,mid
276,"['Approach', 'None']",Child,Male,12000,3.253333333333334,5.6675910159734055,mid
277,"['Approach', 'None']",Child,Female,10240,3.28125,5.737807102894673,mid
278,['Approach'],Child,Male,2160,3.0,5.03040622719533,mid
279,['Avoid'],Child,Male,17200,2.0,2.515203113597665,low
280,"['Approach', 'None']",Child,Male,159280,3.9412355600200906,7.397804838386702,mid
281,"['Approach', 'Touch']",Child,Male,36320,4.656387665198238,9.196557640026704,high
282,"['Approach', 'None']",Child,Male,13680,3.7953216374269,7.030801685963062,mid
283,"['Approach', 'None']",Child,Male,17360,3.751152073732719,6.919706261833206,mid
284,"['Approach', 'None']",Child,Female,37120,3.0797413793103448,5.230971992719281,mid
285,"['Approach', 'None']",Child,Female,25360,3.810725552050473,7.069545659985865,mid
286,"['Approach', 'None']",Child,Female,7040,3.488636363636364,6.259425930430552,mid
287,"['Approach', 'None']",Child,Female,19680,3.5528455284552845,6.420925021704607,mid
288,['Approach'],Child,Female,5680,3.0,5.03040622719533,mid
289,"['Follow', 'None']",Child,Female,31280,3.130434782608696,5.358476198534154,mid
290,"['Approach', 'None', 'Touch']",Child,Female,107040,4.242899850523169,8.156551801121276,high
291,"['Approach', 'None']",Child,Female,27360,3.7339181286549703,6.876359389514083,mid
292,"['Approach', 'Touch']",Child,Female,36880,4.765726681127982,9.471567473330902,high
293,"['Approach', 'Touch', 'Gesture', 'Touch']",Child,Male,84640,4.831758034026465,9.637649737736233,high
294,['Avoid'],Child,Male,5440,2.0,2.515203113597665,low
295,"['Approach', 'None']",Adult,Female,44080,3.882032667876589,7.24889753973338,mid
296,"['Approach', 'None']",Adult,Female,21120,3.75,6.916808562393578,mid
297,"['Approach', 'Gesture']",Adult,Female,19520,4.016393442622951,7.586842178720824,mid
298,['Pass'],Child,Male,20560,1.0,0.0,low
299,['Pass'],Child,Male,14880,1.0,0.0,low
300,['Pass'],Adult,Male,13280,1.0,0.0,low
301,['Pass'],Adult,Female,8160,1.0,0.0,low
302,"['Approach', 'Gesture', 'Touch']",Child,Male,27600,4.611594202898551,9.08389298418171,high
303,"['Approach', 'Gesture']",Child,Male,8400,3.761904761904762,6.946751456603074,mid
304,['Pass'],Child,Male,6880,1.0,0.0,low
305,"['Approach', 'None']",Child,Female,16160,3.03960396039604,5.130018231694247,mid
306,['Pass'],Child,Female,16320,1.0,0.0,low
307,"['Approach', 'Gesture']",Child,Female,37760,4.406779661016949,8.568742810731028,high
308,"['Approach', 'Touch']",Child,Female,51840,4.700617283950618,9.307804114825927,high
309,"['Approach', 'Touch']",Child,Female,59680,4.871313672922252,9.73714020384726,high
310,['Approach'],Child,Female,2880,3.0,5.03040622719533,mid
311,['Avoid'],Child,Female,5200,2.0,2.515203113597665,low
312,"['Approach', 'None']",Child,Male,9040,3.2477876106194685,5.653642396936343,mid
313,"['Approach', 'None']",Child,Male,38560,3.759336099585062,6.940290749138784,mid
314,"['Approach', 'None']",Child,Male,15040,3.367021276595745,5.953539284845536,mid
315,['Approach'],Child,Male,2160,3.0,5.03040622719533,mid
316,"['Approach', 'Touch']",Child,Male,26000,4.390769230769231,8.528473326721928,high
317,"['Approach', 'Gesture', 'Touch', 'Gesture']",Child,Male,51920,4.818181818181818,9.6035027973729,high
318,['Avoid'],Child,Male,6640,2.0,2.515203113597665,low
319,['Pass'],Adult,Female,12240,1.0,0.0,low
320,"['Approach', 'None']",Adult,Female,41440,3.783783783783784,7.001781640555661,mid
321,"['Approach', 'Touch']",Adult,Female,77120,4.863070539419088,9.7164070487943,high
322,"['Approach', 'None', 'None']",Adult,Female,21840,3.688644688644689,6.762487492236945,mid
323,"['Approach', 'None']",Adult,Female,11200,3.307142857142857,5.802932897800326,mid
324,"['Approach', 'None']",Adult,Female,17280,3.5462962962962963,6.404452372586647,mid
325,"['Approach', 'None']",Adult,Female,30240,3.7936507936507935,7.026599174495063,mid
326,"['Approach', 'None']",Adult,Female,10720,3.3582089552238807,5.931374506693,mid
327,['Avoid'],Adult,Female,7040,2.0,2.515203113597665,low
328,"['Approach', 'Touch']",Child,Female,14480,3.2872928176795577,5.753006016737199,mid
329,"['Approach', 'Touch', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Female,178240,4.83213644524237,9.638601518804697,high
330,"['Approach', 'None', 'Touch', 'Gesture', 'None', 'None', 'Touch', 'None', 'Touch', 'None']",Child,Female,97840,4.808667211774326,9.57957162971212,high
331,['Pass'],Child,Male,6560,1.0,0.0,low
332,"['Approach', 'Touch', 'None', 'Touch', 'None']",Child,Male,31920,3.957393483709272,7.438445298359007,mid
333,"['Approach', 'None', 'Touch']",Child,Male,33040,4.242130750605327,8.154617358613251,high
334,['Approach'],Child,Male,2880,3.0,5.03040622719533,mid
335,"['Approach', 'Touch', 'None']",Child,Male,59600,4.659060402684563,9.203280117674138,high
336,['Pass'],Adult,Female,7680,1.0,0.0,low
337,"['Approach', 'Gesture']",Child,Male,19520,3.4262295081967213,6.102460013318924,mid
338,"['Approach', 'None']",Child,Male,5520,3.492753623188406,6.269781674475339,mid
339,['Pass'],Child,Male,7280,1.0,0.0,low
340,"['Approach', 'Touch']",Child,Male,11840,3.648648648648649,6.661889327907328,mid
341,"['Approach', 'Touch', 'None', 'Touch', 'None']",Child,Male,29760,4.333333333333333,8.384010378658882,high
