,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_level,encoded_code,duration_sum
657,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[4320, 3760, 3920, 8640, 2080, 7040, 2320, 52960]","[0.05079962370649106, 0.04421448730009407, 0.04609595484477893, 0.10159924741298212, 0.024459078080903106, 0.08278457196613359, 0.027281279397930385, 0.6227657572906867]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",high,8424142400000000000000,85040
658,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[5120, 17680, 4160, 18560]","[0.11247803163444639, 0.3884007029876977, 0.0913884007029877, 0.4077328646748682]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",high,8414000000000000000000,45520
659,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[4480, 3360, 4400]","[0.3660130718954248, 0.27450980392156865, 0.35947712418300654]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",low,8240000000000000000000,12240
660,"['Approach', 'None']",2,"[3, 4]","[9120, 48240]","[0.1589958158995816, 0.8410041841004184]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",low,8400000000000000000000,57360
661,"['Approach', 'None']",2,"[3, 4]","[3680, 15840]","[0.1885245901639344, 0.8114754098360656]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",low,8400000000000000000000,19520
662,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None']",14,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[5760, 26720, 5200, 16640, 3680, 160, 2960, 640, 3200, 12560, 3120, 12240, 2320, 83760]","[0.03218596334376397, 0.14930710773357175, 0.029056772463120252, 0.0929816718819848, 0.02056325435851587, 0.000894054537326777, 0.016540008940545373, 0.003576218149307108, 0.017881090746535537, 0.07018328118015199, 0.01743406347787215, 0.06839517210549843, 0.012963790791238265, 0.4680375502905677]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",high,8424142414242400000000,178960
663,"['Approach', 'None', 'Gesture', 'None', 'None']",5,"[3, 4, 5, 4, 4]","[4640, 102400, 2240, 29920, 9680]","[0.031166039763567976, 0.6878022568511553, 0.015045674368619023, 0.20096722192369693, 0.06501880709296078]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",high,8414400000000000000000,148880
664,"['Approach', 'None']",2,"[3, 4]","[15280, 4480]","[0.7732793522267206, 0.22672064777327935]",Child,Male,"갈색 후리스, 검은색 바지",low,8400000000000000000000,19760
665,"['Approach', 'None', 'Touch', 'None', 'Touch']",5,"[3, 4, 5, 4, 5]","[1920, 3520, 24080, 1520, 7200]","[0.0502092050209205, 0.09205020920502092, 0.6297071129707112, 0.0397489539748954, 0.18828451882845187]",Child,Male,"갈색 후리스, 검은색 바지",high,8424200000000000000000,38240
666,"['Approach', 'None']",2,"[3, 4]","[6160, 10880]","[0.3615023474178404, 0.6384976525821596]",Child,Male,"갈색 후리스, 검은색 바지",low,8400000000000000000000,17040
667,"['Approach', 'None']",2,"[3, 4]","[3040, 15600]","[0.1630901287553648, 0.8369098712446352]",Child,Male,"갈색 후리스, 검은색 바지",low,8400000000000000000000,18640
668,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[3600, 18640, 2640, 2960]","[0.12931034482758622, 0.6695402298850575, 0.09482758620689655, 0.10632183908045977]",Child,Male,"갈색 후리스, 검은색 바지",low,8414000000000000000000,27840
669,"['Approach', 'None', 'Touch', 'Gesture', 'None', 'Touch', 'None']",7,"[3, 4, 5, 5, 4, 5, 4]","[4560, 13680, 2960, 1680, 8240, 3440, 14480]","[0.0929853181076672, 0.27895595432300163, 0.06035889070146819, 0.03425774877650897, 0.16802610114192496, 0.0701468189233279, 0.29526916802610115]",Child,Male,"갈색 후리스, 검은색 바지",high,8421424000000000000000,49040
670,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None']",19,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[1680, 3520, 14800, 5200, 14320, 2640, 24320, 3120, 10320, 4560, 46800, 4160, 1040, 2480, 7200, 3040, 71440, 3120, 4800]","[0.007350367518375919, 0.015400770038501925, 0.0647532376618831, 0.022751137556877844, 0.06265313265663283, 0.011550577528876444, 0.1064053202660133, 0.013650682534126707, 0.04515225761288064, 0.019950997549877492, 0.2047602380119006, 0.018200910045502276, 0.004550227511375569, 0.010850542527126356, 0.03150157507875394, 0.013300665033251663, 0.31256562828141404, 0.013650682534126707, 0.021001050052502624]",Child,Male,"갈색 후리스, 검은색 바지",high,8242424241424142414000,228560
671,"['Approach', 'None']",2,"[3, 4]","[2320, 30720]","[0.07021791767554479, 0.9297820823244553]",Child,Male,"갈색 후리스, 검은색 바지",low,8400000000000000000000,33040
672,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[6080, 10960, 9920, 2320, 16640]","[0.13240418118466898, 0.23867595818815332, 0.21602787456445993, 0.050522648083623695, 0.3623693379790941]",Child,Male,"흰색 점퍼, 검은색 후드, 검은색 바지, 검은색 운동화",high,8242400000000000000000,45920
673,"['Approach', 'Gesture']",2,"[3, 5]","[9040, 1520]","[0.8560606060606061, 0.14393939393939395]",Child,Male,"흰색 점퍼, 검은색 후드, 검은색 바지, 검은색 운동화",low,8100000000000000000000,10560
674,"['Approach', 'None']",2,"[3, 4]","[6800, 9520]","[0.4166666666666667, 0.5833333333333334]",Child,Male,"흰색 점퍼, 검은색 후드, 검은색 바지, 회색 운동화",low,8400000000000000000000,16320
675,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[12240, 47120, 3680, 35840]","[0.12378640776699029, 0.47653721682847894, 0.0372168284789644, 0.36245954692556637]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",low,8424000000000000000000,98880
676,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2480, 1920, 18000]","[0.11071428571428571, 0.08571428571428572, 0.8035714285714286]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",low,8240000000000000000000,22400
677,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[2800, 5440, 12720]","[0.13358778625954199, 0.2595419847328244, 0.6068702290076335]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",low,8440000000000000000000,20960
678,"['Approach', 'None']",2,"[3, 4]","[6080, 33520]","[0.15353535353535352, 0.8464646464646465]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",low,8400000000000000000000,39600
679,"['Approach', 'None']",2,"[3, 4]","[2160, 10000]","[0.17763157894736842, 0.8223684210526315]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",low,8400000000000000000000,12160
680,"['Approach', 'None']",2,"[3, 4]","[9760, 135360]","[0.06725468577728776, 0.9327453142227122]",Child,Female,"회색 롱패딩, 흰색 바지",low,8400000000000000000000,145120
681,"['Approach', 'None']",2,"[3, 4]","[10400, 6560]","[0.6132075471698113, 0.3867924528301887]",Child,Female,"회색 롱패딩, 흰색 바지",low,8400000000000000000000,16960
682,"['Approach', 'None']",2,"[3, 4]","[5280, 5200]","[0.5038167938931297, 0.4961832061068702]",Child,Female,"회색 롱패딩, 흰색 바지",low,8400000000000000000000,10480
683,"['Approach', 'None']",2,"[3, 4]","[4560, 20800]","[0.17981072555205047, 0.8201892744479495]",Child,Female,"회색 롱패딩, 흰색 바지",low,8400000000000000000000,25360
684,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[7680, 5200, 2800, 2400]","[0.4247787610619469, 0.28761061946902655, 0.15486725663716813, 0.13274336283185842]",Child,Male,"검은색 롱패딩, 검은색 바지",low,8414000000000000000000,18080
685,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5360, 45360, 1840, 36400, 6320, 62800]","[0.03390688259109312, 0.28694331983805665, 0.011639676113360324, 0.23026315789473684, 0.039979757085020245, 0.3972672064777328]",Child,Male,"검은색 롱패딩, 검은색 바지",high,8414140000000000000000,158080
686,"['Approach', 'None']",2,"[3, 4]","[3840, 11680]","[0.24742268041237114, 0.7525773195876289]",Child,Male,"검은색 롱패딩, 검은색 바지",low,8400000000000000000000,15520
687,"['Approach', 'None']",2,"[3, 4]","[4800, 16480]","[0.22556390977443608, 0.7744360902255639]",Child,Male,"검은색 롱패딩, 검은색 바지",low,8400000000000000000000,21280
688,"['Approach', 'Touch']",2,"[3, 5]","[12640, 4800]","[0.7247706422018348, 0.27522935779816515]",Child,Male,"갈색 후리스, 검은색 바지",low,8200000000000000000000,17440
