,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_level,encoded_code,duration_sum
243,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2160, 2000, 36000]","[0.053784860557768925, 0.049800796812749, 0.896414342629482]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",high,8240000000000000000000,40160
244,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'Touch', 'None', 'None', 'Touch', 'None', 'Touch', 'None']",15,"[3, 5, 4, 5, 4, 5, 4, 5, 5, 4, 4, 5, 4, 5, 4]","[2880, 6320, 240, 3680, 2880, 4240, 3440, 5280, 2800, 0, 14560, 3920, 11760, 1520, 82480]","[0.019726027397260273, 0.04328767123287671, 0.0016438356164383563, 0.025205479452054796, 0.019726027397260273, 0.02904109589041096, 0.023561643835616437, 0.03616438356164384, 0.019178082191780823, 0.0, 0.09972602739726028, 0.02684931506849315, 0.08054794520547945, 0.010410958904109589, 0.564931506849315]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",high,8242424224424240000000,146000
245,"['Approach', 'None', 'Touch', 'None', 'Touch', 'Approach', 'Gesture', 'Approach', 'Touch', 'Approach', 'Gesture', 'None']",12,"[3, 4, 5, 4, 5, 3, 5, 3, 5, 3, 5, 4]","[2080, 6800, 8800, 9760, 4320, 960, 2240, 12640, 2240, 2080, 25760, 24000]","[0.020456333595594022, 0.06687647521636507, 0.08654602675059009, 0.0959874114870181, 0.042486231313926044, 0.00944138473642801, 0.022029897718332022, 0.12431156569630213, 0.022029897718332022, 0.020456333595594022, 0.25334382376081827, 0.23603461841070023]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",high,8424281828140000000000,101680
246,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[4240, 2080, 2800, 50480]","[0.07114093959731543, 0.0348993288590604, 0.04697986577181208, 0.8469798657718121]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",low,8424000000000000000000,59600
247,"['Approach', 'None']",2,"[3, 4]","[5520, 40000]","[0.12126537785588752, 0.8787346221441125]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",low,8400000000000000000000,45520
248,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",11,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[13200, 4240, 15840, 3040, 1680, 5520, 2160, 3040, 10320, 7040, 8240]","[0.17761033369214208, 0.05705059203444564, 0.2131324004305705, 0.04090419806243272, 0.022604951560818085, 0.07427341227125941, 0.02906350914962325, 0.04090419806243272, 0.13885898815931108, 0.09472551130247578, 0.1108719052744887]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",high,8242424242400000000000,74320
249,"['Approach', 'Gesture']",2,"[3, 5]","[5920, 5760]","[0.5068493150684932, 0.4931506849315068]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",high,8100000000000000000000,11680
250,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[10880, 1200, 2400, 880, 2320, 14880, 3840, 11440]","[0.22742474916387959, 0.02508361204013378, 0.05016722408026756, 0.01839464882943144, 0.048494983277591976, 0.3110367892976589, 0.0802675585284281, 0.2391304347826087]",Adult,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화",low,8424242400000000000000,47840
251,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'Touch', 'None', 'Touch']",8,"[3, 4, 5, 4, 5, 5, 4, 5]","[3120, 2160, 2760, 8280, 3360, 2160, 10800, 2400]","[0.08904109589041095, 0.06164383561643835, 0.07876712328767123, 0.2363013698630137, 0.0958904109589041, 0.06164383561643835, 0.3082191780821918, 0.0684931506849315]",Adult,Male,"검정색 점퍼, 흰색 상의, 검정색 바지, 흰색 운동화",high,8424124200000000000000,35040
252,"['Approach', 'None']",2,"[3, 4]","[5120, 7840]","[0.3950617283950617, 0.6049382716049383]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",low,8400000000000000000000,12960
253,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[4080, 13360, 3600, 2080, 5680, 9760, 23600]","[0.06563706563706563, 0.21492921492921493, 0.05791505791505792, 0.03346203346203346, 0.09137709137709138, 0.15701415701415702, 0.37966537966537967]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",high,8242424000000000000000,62160
254,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[1680, 2240, 16560]","[0.08203125, 0.109375, 0.80859375]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",high,8140000000000000000000,20480
255,"['Approach', 'None']",2,"[3, 4]","[12240, 4000]","[0.7536945812807881, 0.24630541871921183]",Adult,Female,"크로스백, 차콜색 자켓, 청바지",low,8400000000000000000000,16240
257,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[3680, 12480, 3760, 5680]","[0.14375, 0.4875, 0.146875, 0.221875]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",high,8424000000000000000000,25600
258,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[3360, 8400, 9120]","[0.16091954022988506, 0.40229885057471265, 0.4367816091954023]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",high,8420000000000000000000,20880
259,"['Approach', 'None']",2,"[3, 4]","[2320, 1040]","[0.6904761904761905, 0.30952380952380953]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",low,8400000000000000000000,3360
260,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch']",6,"[3, 5, 4, 5, 4, 5]","[2080, 10080, 1840, 6720, 320, 3840]","[0.08360128617363344, 0.40514469453376206, 0.07395498392282958, 0.27009646302250806, 0.012861736334405145, 0.15434083601286175]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",high,8242420000000000000000,24880
261,"['Approach', 'Touch']",2,"[3, 5]","[1440, 1200]","[0.5454545454545454, 0.45454545454545453]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",low,8200000000000000000000,2640
262,"['Approach', 'Gesture']",2,"[3, 5]","[4240, 7200]","[0.3706293706293706, 0.6293706293706294]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",high,8100000000000000000000,11440
263,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[3600, 4160, 13520]","[0.16917293233082706, 0.19548872180451127, 0.6353383458646616]",Child,Male,"검정색 상의, 검정색 바지, 검정색 운동화",high,8420000000000000000000,21280
265,"['Approach', 'None']",2,"[3, 4]","[11680, 18640]","[0.38522427440633245, 0.6147757255936676]",Adult,Male,"배낭, 검정색 맨투맨, 검정색 바지",low,8400000000000000000000,30320
266,"['Approach', 'None']",2,"[3, 4]","[14240, 14080]","[0.5028248587570622, 0.4971751412429379]",Adult,Male,"배낭, 검정색 맨투맨, 검정색 바지",low,8400000000000000000000,28320
267,"['Approach', 'Touch']",2,"[3, 5]","[4320, 13520]","[0.242152466367713, 0.757847533632287]",Child,Female,"보라색 상의, 흰색 조끼, 보라색 바지",high,8200000000000000000000,17840
268,"['Approach', 'None']",2,"[3, 4]","[2240, 22160]","[0.09180327868852459, 0.9081967213114754]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8400000000000000000000,24400
269,"['Approach', 'None']",2,"[3, 4]","[4560, 36400]","[0.111328125, 0.888671875]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8400000000000000000000,40960
270,"['Approach', 'None']",2,"[3, 4]","[4400, 23680]","[0.15669515669515668, 0.8433048433048433]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8400000000000000000000,28080
271,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[3840, 1440, 20400]","[0.14953271028037382, 0.056074766355140186, 0.794392523364486]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8240000000000000000000,25680
272,"['Approach', 'None']",2,"[3, 4]","[13520, 61280]","[0.18074866310160428, 0.8192513368983957]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8400000000000000000000,74800
273,"['Approach', 'None']",2,"[3, 4]","[4960, 28560]","[0.14797136038186157, 0.8520286396181385]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8400000000000000000000,33520
274,"['Approach', 'None']",2,"[3, 4]","[12960, 26720]","[0.32661290322580644, 0.6733870967741935]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8400000000000000000000,39680
275,"['Approach', 'None']",2,"[3, 4]","[3200, 16160]","[0.1652892561983471, 0.8347107438016529]",Adult,Female,"크로스백, 흰색 상의, 검정색 조끼, 검정색 바지",low,8400000000000000000000,19360
276,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2800, 12320, 8480]","[0.11864406779661017, 0.5220338983050847, 0.3593220338983051]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",high,8240000000000000000000,23600
277,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[2560, 3440, 2080, 15760]","[0.10738255033557047, 0.14429530201342283, 0.087248322147651, 0.6610738255033557]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",high,8424000000000000000000,23840
278,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[2400, 3520, 3280, 15760, 3520, 2640, 3680]","[0.06896551724137931, 0.10114942528735632, 0.09425287356321839, 0.4528735632183908, 0.10114942528735632, 0.07586206896551724, 0.10574712643678161]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",high,8242424000000000000000,34800
279,"['Approach', 'None']",2,"[3, 4]","[2640, 4000]","[0.39759036144578314, 0.6024096385542169]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",low,8400000000000000000000,6640
280,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2800, 1360, 15920]","[0.1394422310756972, 0.06772908366533864, 0.7928286852589641]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",low,8240000000000000000000,20080
281,"['Approach', 'Touch']",2,"[3, 5]","[1200, 22160]","[0.05136986301369863, 0.9486301369863014]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",high,8200000000000000000000,23360
282,"['Approach', 'None']",2,"[3, 4]","[15520, 24800]","[0.38492063492063494, 0.6150793650793651]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",low,8400000000000000000000,40320
283,"['Approach', 'None']",2,"[3, 4]","[3200, 30800]","[0.09411764705882353, 0.9058823529411765]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",low,8400000000000000000000,34000
284,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2640, 17440, 15840]","[0.07349665924276169, 0.48552338530066813, 0.44097995545657015]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",high,8240000000000000000000,35920
285,"['Approach', 'Touch', 'None', 'Touch']",4,"[3, 5, 4, 5]","[7040, 6560, 11280, 10400]","[0.19954648526077098, 0.18594104308390022, 0.3197278911564626, 0.2947845804988662]",Child,Male,"검정색 크로스백, 회색 상의, 검정색 바지",high,8242000000000000000000,35280
286,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[7200, 21600, 4480, 8480, 4160, 2400]","[0.1490066225165563, 0.4470198675496689, 0.09271523178807947, 0.17549668874172186, 0.08609271523178808, 0.04966887417218543]",Child,Female,"검정색 크로스백, 회색 상의, 흰색 바지",high,8424240000000000000000,48320
287,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",11,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[1360, 2080, 8000, 2880, 4240, 3040, 10800, 1760, 4000, 2800, 3600]","[0.03052064631956912, 0.0466786355475763, 0.17953321364452424, 0.06463195691202872, 0.09515260323159784, 0.06822262118491922, 0.24236983842010773, 0.03949730700179533, 0.08976660682226212, 0.06283662477558348, 0.0807899461400359]",Child,Female,"검정색 크로스백, 회색 상의, 흰색 바지",high,8242424241400000000000,44560
288,"['Approach', 'None']",2,"[3, 4]","[2960, 12320]","[0.193717277486911, 0.806282722513089]",Child,Female,"검정색 크로스백, 회색 상의, 흰색 바지",low,8400000000000000000000,15280
289,"['Approach', 'Touch']",2,"[3, 5]","[1040, 3600]","[0.22413793103448276, 0.7758620689655172]",Child,Female,"검정색 크로스백, 회색 상의, 흰색 바지",high,8200000000000000000000,4640
290,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[2560, 3440, 3360]","[0.27350427350427353, 0.36752136752136755, 0.358974358974359]",Child,Female,"검정색 크로스백, 회색 상의, 흰색 바지",high,8420000000000000000000,9360
291,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[8400, 1200, 5840, 7680]","[0.3633217993079585, 0.05190311418685121, 0.25259515570934254, 0.33217993079584773]",Child,Female,"검정색 크로스백, 회색 상의, 흰색 바지",low,8414000000000000000000,23120
292,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None', 'Gesture', 'None', 'Gesture', 'None', 'Touch', 'None']",12,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[7440, 21040, 4240, 1920, 3760, 2080, 3280, 2640, 2960, 9280, 3760, 8560]","[0.10484780157835401, 0.2965050732807215, 0.05975197294250282, 0.02705749718151071, 0.05298759864712514, 0.029312288613303268, 0.046223224351747465, 0.03720405862457723, 0.04171364148816235, 0.13077790304396844, 0.05298759864712514, 0.12063134160090191]",Adult,Male,"검정색 마스크, 검정색 상의, 청바지, 검정색 운동화",high,8414141414240000000000,70960
293,"['Approach', 'None']",2,"[3, 4]","[3520, 9520]","[0.26993865030674846, 0.7300613496932515]",Adult,Male,"검정색 마스크, 검정색 상의, 청바지, 검정색 운동화",low,8400000000000000000000,13040
294,"['Approach', 'None']",2,"[3, 4]","[4960, 2400]","[0.6739130434782609, 0.32608695652173914]",Adult,Male,"검정색 마스크, 검정색 상의, 청바지, 검정색 운동화",low,8400000000000000000000,7360
295,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[12000, 2400, 13360, 1680, 7600, 3200, 2560]","[0.2803738317757009, 0.056074766355140186, 0.3121495327102804, 0.03925233644859813, 0.17757009345794392, 0.07476635514018691, 0.059813084112149535]",Adult,Female,"베이지색 가방, 아이보리색 점퍼, 검정 치마",low,8242414000000000000000,42800
296,"['Approach', 'None']",2,"[3, 4]","[3840, 2720]","[0.5853658536585366, 0.4146341463414634]",Adult,Male,"검정색 상의, 회색 바지",low,8400000000000000000000,6560
297,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[1920, 2960, 20160, 5520, 14640]","[0.04247787610619469, 0.06548672566371681, 0.44601769911504424, 0.12212389380530973, 0.3238938053097345]",Adult,Male,"검정색 상의, 회색 바지",high,8242400000000000000000,45200
298,"['Approach', 'Touch']",2,"[3, 5]","[5520, 2560]","[0.6831683168316832, 0.31683168316831684]",Adult,Male,"검정색 상의, 회색 바지",low,8200000000000000000000,8080
299,"['Approach', 'None', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",9,"[3, 4, 4, 5, 4, 5, 4, 5, 4]","[3440, 33920, 12000, 5120, 14560, 5040, 2000, 3760, 7760]","[0.039269406392694065, 0.3872146118721461, 0.136986301369863, 0.058447488584474884, 0.16621004566210046, 0.057534246575342465, 0.0228310502283105, 0.042922374429223746, 0.08858447488584476]",Child,Male,"검정 상의(흰색 모자), 검정색 바지",high,8442424140000000000000,87600
300,"['Approach', 'None']",2,"[3, 4]","[4400, 19040]","[0.18771331058020477, 0.8122866894197952]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",low,8400000000000000000000,23440
301,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[3840, 5280, 12160]","[0.18045112781954886, 0.24812030075187969, 0.5714285714285714]",Child,Female,"빨간색 체크무늬 상의, 검정색 바지",high,8140000000000000000000,21280
302,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2240, 2400, 5440]","[0.2222222222222222, 0.23809523809523808, 0.5396825396825397]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",high,8240000000000000000000,10080
303,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[8440, 4000, 22720]","[0.24004550625711035, 0.11376564277588168, 0.646188850967008]",Adult,Female,"회색 가방, 회색 맨투맨, 검정바지",low,8240000000000000000000,35160
304,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[3760, 3920, 7280, 6480, 12080, 4320, 32480]","[0.053469852104664393, 0.055745164960182024, 0.10352673492605233, 0.09215017064846416, 0.17178612059158135, 0.06143344709897611, 0.46188850967007966]",Adult,Female,"회색 가방, 회색 맨투맨, 검정바지",high,8242424000000000000000,70320
306,"['Approach', 'None']",2,"[3, 4]","[7040, 36960]","[0.16, 0.84]",Child,Male,"검정색 가디건(흰색 무늬), 청바지, 흰색 운동화",low,8400000000000000000000,44000
307,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[6880, 1520, 8560, 41280]","[0.11813186813186813, 0.0260989010989011, 0.14697802197802198, 0.7087912087912088]",Child,Male,"검정색 가디건(흰색 무늬), 청바지, 흰색 운동화",high,8424000000000000000000,58240
308,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[8000, 6560, 2240, 15440]","[0.24813895781637718, 0.20347394540942929, 0.06947890818858561, 0.47890818858560796]",Child,Male,"검정색 가디건(흰색 무늬), 청바지, 흰색 운동화",low,8424000000000000000000,32240
309,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[2160, 17520, 19120, 15120, 2320, 2160, 10400]","[0.031395348837209305, 0.25465116279069766, 0.2779069767441861, 0.21976744186046512, 0.03372093023255814, 0.031395348837209305, 0.1511627906976744]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",high,8242424000000000000000,68800
310,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[4400, 1600, 2800, 880, 3920, 19680]","[0.13221153846153846, 0.04807692307692308, 0.08413461538461539, 0.026442307692307692, 0.11778846153846154, 0.5913461538461539]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",high,8424240000000000000000,33280
311,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[1280, 6480, 13520]","[0.06015037593984962, 0.30451127819548873, 0.6353383458646616]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",high,8140000000000000000000,21280
312,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[7440, 7360, 2000, 14960]","[0.23425692695214106, 0.23173803526448364, 0.06297229219143577, 0.47103274559193953]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",low,8424000000000000000000,31760
313,"['Approach', 'Touch']",2,"[3, 5]","[3200, 22960]","[0.12232415902140673, 0.8776758409785933]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",high,8200000000000000000000,26160
314,"['Approach', 'None']",2,"[3, 4]","[1840, 8400]","[0.1796875, 0.8203125]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",low,8400000000000000000000,10240
315,"['Approach', 'Touch', 'None', 'Touch']",4,"[3, 5, 4, 5]","[4080, 4960, 1120, 7760]","[0.22767857142857142, 0.2767857142857143, 0.0625, 0.4330357142857143]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",high,8242000000000000000000,17920
316,"['Approach', 'None']",2,"[3, 4]","[7200, 8480]","[0.45918367346938777, 0.5408163265306123]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",low,8400000000000000000000,15680
317,"['Approach', 'None']",2,"[3, 4]","[5200, 1760]","[0.7471264367816092, 0.25287356321839083]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",low,8400000000000000000000,6960
318,"['Approach', 'Gesture']",2,"[3, 5]","[3520, 2640]","[0.5714285714285714, 0.42857142857142855]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",low,8100000000000000000000,6160
319,"['Approach', 'None', 'Gesture', 'None', 'Gesture']",5,"[3, 4, 5, 4, 5]","[2960, 1440, 6240, 5200, 8440]","[0.12191103789126853, 0.05930807248764415, 0.257001647446458, 0.214168039538715, 0.34761120263591433]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",high,8414100000000000000000,24280
320,"['Approach', 'None']",2,"[3, 4]","[5360, 7920]","[0.4036144578313253, 0.5963855421686747]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",low,8400000000000000000000,13280
321,"['Approach', 'Gesture', 'None', 'Gesture', 'None']",5,"[3, 5, 4, 5, 4]","[8080, 3120, 2080, 3920, 3120]","[0.39763779527559057, 0.15354330708661418, 0.10236220472440945, 0.19291338582677164, 0.15354330708661418]",Child,Female,"흰색 조끼, 분홍색 바지",low,8141400000000000000000,20320
322,"['Approach', 'None']",2,"[3, 4]","[5600, 11840]","[0.3211009174311927, 0.6788990825688074]",Child,Female,"흰색 조끼, 분홍색 바지",low,8400000000000000000000,17440
323,"['Approach', 'None']",2,"[3, 4]","[19040, 11840]","[0.616580310880829, 0.38341968911917096]",Adult,Female,"분홍색 상의, 분홍색 바지",low,8400000000000000000000,30880
324,"['Approach', 'None']",2,"[3, 4]","[15600, 10480]","[0.598159509202454, 0.401840490797546]",Adult,Female,"분홍색 상의, 분홍색 바지",low,8400000000000000000000,26080
325,"['Approach', 'None']",2,"[3, 4]","[10080, 131200]","[0.07134767836919592, 0.928652321630804]",Adult,Male,"차콜색 맨투맨, 검정색 바지, 흰색 운동화",low,8400000000000000000000,141280
326,"['Approach', 'None']",2,"[3, 4]","[6320, 38160]","[0.1420863309352518, 0.8579136690647482]",Adult,Male,"차콜색 맨투맨, 검정색 바지, 흰색 운동화",low,8400000000000000000000,44480
327,"['Approach', 'None']",2,"[3, 4]","[10240, 19200]","[0.34782608695652173, 0.6521739130434783]",Adult,Female,"흰색 가방, 모자, 검정색 상의, 검정색 바지",low,8400000000000000000000,29440
328,"['Approach', 'None']",2,"[3, 4]","[7840, 1760]","[0.8166666666666667, 0.18333333333333332]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",low,8400000000000000000000,9600
329,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[2320, 3200, 28320]","[0.06855791962174941, 0.09456264775413711, 0.8368794326241135]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",high,8140000000000000000000,33840
330,"['Approach', 'None']",2,"[3, 4]","[2560, 6720]","[0.27586206896551724, 0.7241379310344828]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",low,8400000000000000000000,9280
331,"['Approach', 'None']",2,"[3, 4]","[10080, 22000]","[0.314214463840399, 0.685785536159601]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",low,8400000000000000000000,32080
332,"['Approach', 'None']",2,"[3, 4]","[5680, 38240]","[0.12932604735883424, 0.8706739526411658]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",low,8400000000000000000000,43920
333,"['Approach', 'None']",2,"[3, 4]","[4960, 8320]","[0.37349397590361444, 0.6265060240963856]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",low,8400000000000000000000,13280
334,"['Approach', 'None']",2,"[3, 4]","[5520, 15920]","[0.2574626865671642, 0.7425373134328358]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",low,8400000000000000000000,21440
335,"['Approach', 'None']",2,"[3, 4]","[2160, 12240]","[0.15, 0.85]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",low,8400000000000000000000,14400
336,"['Approach', 'None']",2,"[3, 4]","[4720, 27360]","[0.14713216957605985, 0.8528678304239401]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",low,8400000000000000000000,32080
337,"['Approach', 'None']",2,"[3, 4]","[2160, 12960]","[0.14285714285714285, 0.8571428571428571]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",low,8400000000000000000000,15120
338,"['Approach', 'None', 'None', 'Touch']",4,"[3, 4, 4, 5]","[3360, 3000, 16000, 0]","[0.15026833631484796, 0.13416815742397137, 0.7155635062611807, 0.0]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",low,8442000000000000000000,22360
339,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[3120, 9200, 3600, 9840]","[0.12111801242236025, 0.35714285714285715, 0.13975155279503104, 0.38198757763975155]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",high,8424000000000000000000,25760
340,"['Approach', 'None']",2,"[3, 4]","[4480, 18240]","[0.19718309859154928, 0.8028169014084507]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",low,8400000000000000000000,22720
341,"['Approach', 'None']",2,"[3, 4]","[5440, 155200]","[0.03386454183266932, 0.9661354581673307]",Child,Female,"빨간색 체크무늬 상의, 검정색 바지",low,8400000000000000000000,160640
342,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5360, 3280, 3040, 1920, 6720, 5680]","[0.20615384615384616, 0.12615384615384614, 0.11692307692307692, 0.07384615384615385, 0.25846153846153846, 0.21846153846153846]",Child,Female,"빨간색 체크무늬 상의, 검정색 바지",high,8424240000000000000000,26000
343,"['Approach', 'None']",2,"[3, 4]","[13360, 15360]","[0.46518105849582175, 0.5348189415041783]",Child,Female,"흰색 조끼, 분홍색 바지",low,8400000000000000000000,28720
344,"['Approach', 'None']",2,"[3, 4]","[14000, 17040]","[0.45103092783505155, 0.5489690721649485]",Adult,Female,"분홍색 상의, 분홍색 바지",low,8400000000000000000000,31040
345,"['Approach', 'None']",2,"[3, 4]","[13280, 27680]","[0.32421875, 0.67578125]",Adult,Female,"묶은 머리, 흰색 가방, 검정색 상의, 검정색 바지",low,8400000000000000000000,40960
346,"['Approach', 'None']",2,"[3, 4]","[6880, 95920]","[0.0669260700389105, 0.9330739299610895]",Adult,Female,"묶은 머리, 흰색 가방, 검정색 상의, 검정색 바지",low,8400000000000000000000,102800
347,"['Approach', 'None']",2,"[3, 4]","[12880, 13880]","[0.4813153961136024, 0.5186846038863976]",Adult,Female,"묶은 머리, 흰색 가방, 검정색 상의, 검정색 바지",low,8400000000000000000000,26760
348,"['Approach', 'None']",2,"[3, 4]","[8720, 3040]","[0.7414965986394558, 0.2585034013605442]",Adult,Female,"흰색 점퍼, 청바지",low,8400000000000000000000,11760
349,"['Approach', 'None']",2,"[3, 4]","[5840, 6160]","[0.4866666666666667, 0.5133333333333333]",Adult,Male,"검정 모자, 검정 상의, 검정 바지",low,8400000000000000000000,12000
350,"['Approach', 'None']",2,"[3, 4]","[8240, 3040]","[0.7304964539007093, 0.2695035460992908]",Child,Male,"회색 점퍼, 청바지",low,8400000000000000000000,11280
351,"['Approach', 'None']",2,"[3, 4]","[5680, 9200]","[0.3817204301075269, 0.6182795698924731]",Child,Male,"베이지색 상의, 회색 바지",low,8400000000000000000000,14880
