pid,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_score,norm_engagement_score,engagement_level
446,"['Approach', 'None', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None']",9,"[3, 4, 4, 5, 4, 5, 4, 5, 4]","[3440, 33920, 12000, 5120, 14560, 5040, 2000, 3760, 7760]","[0.039269406392694065, 0.3872146118721461, 0.136986301369863, 0.058447488584474884, 0.16621004566210046, 0.057534246575342465, 0.0228310502283105, 0.042922374429223746, 0.08858447488584476]",Child,Male,"검정 상의(흰색 모자), 검정색 바지",4.119634703196347,74.24463585449057,high
448,"['Approach', 'None']",2,"[3, 4]","[4400, 19040]","[0.18771331058020477, 0.8122866894197952]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",3.8122866894197953,64.99915933456366,low
450,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[3840, 5280, 12160]","[0.18045112781954886, 0.24812030075187969, 0.5714285714285714]",Child,Female,"빨간색 체크무늬 상의, 검정색 바지",4.06766917293233,72.6814369126851,high
451,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2240, 2400, 5440]","[0.2222222222222222, 0.23809523809523808, 0.5396825396825397]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",4.015873015873016,71.12333296390705,high
453,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[8440, 4000, 22720]","[0.24004550625711035, 0.11376564277588168, 0.646188850967008]",Adult,Female,"회색 가방, 회색 맨투맨, 검정바지",3.8737201365187715,66.84716702367368,low
454,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[3760, 3920, 7280, 6480, 12080, 4320, 32480]","[0.053469852104664393, 0.055745164960182024, 0.10352673492605233, 0.09215017064846416, 0.17178612059158135, 0.06143344709897611, 0.46188850967007966]",Adult,Female,"회색 가방, 회색 맨투맨, 검정바지",4.1558589306029585,75.33431344773446,high
455,"['Avoid', 'None']",2,"[2, 4]","[4320, 17360]","[0.1992619926199262, 0.8007380073800738]",Adult,Female,"회색 가방, 회색 맨투맨, 검정바지",3.6014760147601477,58.65766677449552,low
456,"['Approach', 'None']",2,"[3, 4]","[7040, 36960]","[0.16, 0.84]",Child,Male,"검정색 가디건(흰색 무늬), 청바지, 흰색 운동화",3.84,65.83281613653995,low
457,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[6880, 1520, 8560, 41280]","[0.11813186813186813, 0.0260989010989011, 0.14697802197802198, 0.7087912087912088]",Child,Male,"검정색 가디건(흰색 무늬), 청바지, 흰색 운동화",4.028846153846154,71.51358387539537,high
458,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[8000, 6560, 2240, 15440]","[0.24813895781637718, 0.20347394540942929, 0.06947890818858561, 0.47890818858560796]",Child,Male,"검정색 가디건(흰색 무늬), 청바지, 흰색 운동화",3.8213399503722085,65.27149462814769,low
459,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",7,"[3, 5, 4, 5, 4, 5, 4]","[2160, 17520, 19120, 15120, 2320, 2160, 10400]","[0.031395348837209305, 0.25465116279069766, 0.2779069767441861, 0.21976744186046512, 0.03372093023255814, 0.031395348837209305, 0.1511627906976744]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",4.474418604651163,84.91705306078265,high
460,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[4400, 1600, 2800, 880, 3920, 19680]","[0.13221153846153846, 0.04807692307692308, 0.08413461538461539, 0.026442307692307692, 0.11778846153846154, 0.5913461538461539]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",4.069711538461538,72.74287424658351,high
461,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[1280, 6480, 13520]","[0.06015037593984962, 0.30451127819548873, 0.6353383458646616]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",4.2443609022556394,77.99658183472647,high
462,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[7440, 7360, 2000, 14960]","[0.23425692695214106, 0.23173803526448364, 0.06297229219143577, 0.47103274559193953]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",3.8287153652392947,65.49335786435503,low
463,"['Approach', 'Touch']",2,"[3, 5]","[3200, 22960]","[0.12232415902140673, 0.8776758409785933]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",4.755351681957187,93.36792976562445,high
464,"['Approach', 'None']",2,"[3, 4]","[1840, 8400]","[0.1796875, 0.8203125]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",3.8203125,65.24058742242048,low
465,"['Approach', 'Touch', 'None', 'Touch']",4,"[3, 5, 4, 5]","[4080, 4960, 1120, 7760]","[0.22767857142857142, 0.2767857142857143, 0.0625, 0.4330357142857143]",Child,Male,"검정색 점퍼, 민트색 상의, 청바지",4.482142857142858,85.14940984151613,high
467,"['Approach', 'None']",2,"[3, 4]","[7200, 8480]","[0.45918367346938777, 0.5408163265306123]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",3.5408163265306127,56.832934880701714,low
468,"['Approach', 'None']",2,"[3, 4]","[5200, 1760]","[0.7471264367816092, 0.25287356321839083]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",3.2528735632183907,48.171196597201785,low
469,"['Approach', 'Gesture']",2,"[3, 5]","[3520, 2640]","[0.5714285714285714, 0.42857142857142855]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",3.8571428571428568,66.34849828216778,low
470,"['Approach', 'None', 'Gesture', 'None', 'Gesture']",5,"[3, 4, 5, 4, 5]","[2960, 1440, 6240, 5200, 8440]","[0.12191103789126853, 0.05930807248764415, 0.257001647446458, 0.214168039538715, 0.34761120263591433]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",4.482701812191103,85.1662240246005,high
471,"['Approach', 'None']",2,"[3, 4]","[5360, 7920]","[0.4036144578313253, 0.5963855421686747]",Child,Male,"검정색 후드, 분홍색 바지, 검정색 운동화",3.5963855421686746,58.5045379345154,low
473,"['Approach', 'Gesture', 'None', 'Gesture', 'None']",5,"[3, 5, 4, 5, 4]","[8080, 3120, 2080, 3920, 3120]","[0.39763779527559057, 0.15354330708661418, 0.10236220472440945, 0.19291338582677164, 0.15354330708661418]",Child,Female,"흰색 조끼, 분홍색 바지",3.9488188976377954,69.10624728929831,low
475,"['Approach', 'None']",2,"[3, 4]","[5600, 11840]","[0.3211009174311927, 0.6788990825688074]",Child,Female,"흰색 조끼, 분홍색 바지",3.6788990825688073,60.98666557533397,low
476,"['Approach', 'None']",2,"[3, 4]","[19040, 11840]","[0.616580310880829, 0.38341968911917096]",Adult,Female,"분홍색 상의, 분홍색 바지",3.3834196891191706,52.098214465163565,low
478,"['Approach', 'None']",2,"[3, 4]","[15600, 10480]","[0.598159509202454, 0.401840490797546]",Adult,Female,"분홍색 상의, 분홍색 바지",3.401840490797546,52.65233904629546,low
479,"['Approach', 'None']",2,"[3, 4]","[10080, 131200]","[0.07134767836919592, 0.928652321630804]",Adult,Male,"차콜색 맨투맨, 검정색 바지, 흰색 운동화",3.928652321630804,68.49960727015858,low
480,"['Approach', 'None']",2,"[3, 4]","[6320, 38160]","[0.1420863309352518, 0.8579136690647482]",Adult,Male,"차콜색 맨투맨, 검정색 바지, 흰색 운동화",3.8579136690647484,66.37168542900358,low
486,"['Approach', 'None']",2,"[3, 4]","[10240, 19200]","[0.34782608695652173, 0.6521739130434783]",Adult,Female,"흰색 가방, 모자, 검정색 상의, 검정색 바지",3.6521739130434785,60.182733497487106,low
487,"['Approach', 'None']",2,"[3, 4]","[7840, 1760]","[0.8166666666666667, 0.18333333333333332]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",3.1833333333333336,46.079325058184644,low
489,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[2320, 3200, 28320]","[0.06855791962174941, 0.09456264775413711, 0.8368794326241135]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",4.026004728132388,71.4281096457202,high
490,"['Approach', 'None']",2,"[3, 4]","[2560, 6720]","[0.27586206896551724, 0.7241379310344828]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",3.7241379310344827,62.34751611781386,low
491,"['Approach', 'None']",2,"[3, 4]","[10080, 22000]","[0.314214463840399, 0.685785536159601]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",3.6857855361596013,61.193820143202906,low
492,"['Approach', 'None']",2,"[3, 4]","[5680, 38240]","[0.12932604735883424, 0.8706739526411658]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",3.870673952641166,66.75553336979148,low
493,"['Approach', 'None']",2,"[3, 4]","[4960, 8320]","[0.37349397590361444, 0.6265060240963856]",Child,Male,"검정색 점퍼, 회색 바지, 흰색 운동화",3.6265060240963853,59.41060596147195,low
495,"['Approach', 'None']",2,"[3, 4]","[5520, 15920]","[0.2574626865671642, 0.7425373134328358]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",3.7425373134328357,62.900996375762766,low
496,"['Approach', 'None']",2,"[3, 4]","[2160, 12240]","[0.15, 0.85]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",3.8499999999999996,66.13363072148951,low
497,"['Approach', 'None']",2,"[3, 4]","[4720, 27360]","[0.14713216957605985, 0.8528678304239401]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",3.85286783042394,66.21989924335784,low
498,"['Approach', 'None']",2,"[3, 4]","[2160, 12960]","[0.14285714285714285, 0.8571428571428571]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",3.8571428571428568,66.34849828216778,low
499,"['Approach', 'None', 'None', 'Touch']",4,"[3, 4, 4, 5]","[3360, 3000, 16000, 0]","[0.15026833631484796, 0.13416815742397137, 0.7155635062611807, 0.0]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",3.8497316636851524,66.12555877377174,low
500,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[3120, 9200, 3600, 9840]","[0.12111801242236025, 0.35714285714285715, 0.13975155279503104, 0.38198757763975155]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",4.0186335403726705,71.20637356706773,high
501,"['Approach', 'None']",2,"[3, 4]","[4480, 18240]","[0.19718309859154928, 0.8028169014084507]",Adult,Male,"검정색 모자, 검정색 상의, 흰색 줄무늬 검정색 바지",3.802816901408451,64.71429429954436,low
503,"['Approach', 'None']",2,"[3, 4]","[5440, 155200]","[0.03386454183266932, 0.9661354581673307]",Child,Female,"빨간색 체크무늬 상의, 검정색 바지",3.9661354581673307,69.62715468614293,low
504,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5360, 3280, 3040, 1920, 6720, 5680]","[0.20615384615384616, 0.12615384615384614, 0.11692307692307692, 0.07384615384615385, 0.25846153846153846, 0.21846153846153846]",Child,Female,"빨간색 체크무늬 상의, 검정색 바지",4.1692307692307695,75.73655785641822,high
505,"['Approach', 'None']",2,"[3, 4]","[13360, 15360]","[0.46518105849582175, 0.5348189415041783]",Child,Female,"흰색 조끼, 분홍색 바지",3.534818941504178,56.65252479195074,low
506,"['Approach', 'None']",2,"[3, 4]","[14000, 17040]","[0.45103092783505155, 0.5489690721649485]",Adult,Female,"분홍색 상의, 분홍색 바지",3.5489690721649487,57.07818136012094,low
508,"['Approach', 'None']",2,"[3, 4]","[13280, 27680]","[0.32421875, 0.67578125]",Adult,Female,"묶은 머리, 흰색 가방, 검정색 상의, 검정색 바지",3.67578125,60.89287662432118,low
509,"['Approach', 'None']",2,"[3, 4]","[6880, 95920]","[0.0669260700389105, 0.9330739299610895]",Adult,Female,"묶은 머리, 흰색 가방, 검정색 상의, 검정색 바지",3.9330739299610897,68.63261569762705,low
510,"['Approach', 'None']",2,"[3, 4]","[12880, 13880]","[0.4813153961136024, 0.5186846038863976]",Adult,Female,"묶은 머리, 흰색 가방, 검정색 상의, 검정색 바지",3.5186846038863977,56.167180384557845,low
515,"['Approach', 'None']",2,"[3, 4]","[8720, 3040]","[0.7414965986394558, 0.2585034013605442]",Adult,Female,"흰색 점퍼, 청바지",3.258503401360544,48.3405503396083,low
516,"['Approach', 'None']",2,"[3, 4]","[5840, 6160]","[0.4866666666666667, 0.5133333333333333]",Adult,Male,"검정 모자, 검정 상의, 검정 바지",3.513333333333333,56.00620636152055,low
517,"['Approach', 'None']",2,"[3, 4]","[8240, 3040]","[0.7304964539007093, 0.2695035460992908]",Child,Male,"회색 점퍼, 청바지",3.2695035460992905,48.67145073700542,low
518,"['Approach', 'None']",2,"[3, 4]","[5680, 9200]","[0.3817204301075269, 0.6182795698924731]",Child,Male,"베이지색 상의, 회색 바지",3.618279569892473,59.16314222077629,low
523,"['Pass', 'Gesture']",2,"[1, 5]","[6880, 9840]","[0.41148325358851673, 0.5885167464114832]",Child,Male,"초록색 모자, 후드티, 회색 바지",3.354066985645933,51.215242333918575,low
526,"['Approach', 'None']",2,"[3, 4]","[14800, 6000]","[0.7115384615384616, 0.28846153846153844]",Adult,Female,"회색 후드, 청바지",3.2884615384615383,49.241734797398095,low
527,"['Approach', 'None']",2,"[3, 4]","[8640, 34400]","[0.20074349442379183, 0.7992565055762082]",Adult,Female,"회색 후드, 청바지",3.799256505576208,64.60719240009112,low
529,"['Approach', 'Gesture']",2,"[3, 5]","[12960, 7680]","[0.627906976744186, 0.37209302325581395]",Adult,Male,"회색 후드, 흰색 상의, 청바지",3.744186046511628,62.95059267144172,low
530,"['Approach', 'None']",2,"[3, 4]","[6720, 10640]","[0.3870967741935484, 0.6129032258064516]",Adult,Male,"회색 후드, 흰색 상의, 청바지",3.6129032258064515,59.00141394929802,low
532,"['Approach', 'None', 'Touch']",3,"[3, 4, 5]","[4080, 1760, 28960]","[0.11724137931034483, 0.05057471264367816, 0.832183908045977]",Child,Male,"체크무늬 상의, 청바지",4.714942528735632,92.15236350017388,high
534,"['Approach', 'None']",2,"[3, 4]","[8480, 15040]","[0.36054421768707484, 0.6394557823129252]",Adult,Female,"흰색 점퍼, 청바지",3.6394557823129254,59.80015357578253,low
536,"['Approach', 'None']",2,"[3, 4]","[7040, 10560]","[0.4, 0.6]",Adult,Male,"검정 모자, 검정 상의, 검정 바지",3.6,58.61326609775019,low
538,"['Approach', 'None']",2,"[3, 4]","[8000, 7840]","[0.5050505050505051, 0.494949494949495]",Child,Male,"회색 점퍼, 청바지",3.494949494949495,55.45319369019912,low
541,"['Approach', 'None']",2,"[3, 4]","[5920, 6720]","[0.46835443037974683, 0.5316455696202531]",Child,Male,"베이지색 상의, 회색 바지",3.531645569620253,56.557065137335385,low
545,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[14880, 4160, 4800]","[0.6241610738255033, 0.174496644295302, 0.20134228187919462]",Adult,Male,"갈색 점퍼, 회색 상의, 청바지",3.550335570469798,57.119287622161686,low
547,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[5600, 2720, 6560]","[0.3763440860215054, 0.1827956989247312, 0.44086021505376344]",Adult,Male,"갈색 점퍼, 회색 상의, 청바지",3.806451612903226,64.82363172251559,low
548,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5760, 1600, 1920, 4800, 3040, 2080]","[0.3, 0.08333333333333333, 0.1, 0.25, 0.15833333333333333, 0.10833333333333334]",Adult,Male,"갈색 점퍼, 회색 상의, 청바지",3.958333333333333,69.39245539177656,low
549,"['Approach', 'None']",2,"[3, 4]","[6400, 2240]","[0.7407407407407407, 0.25925925925925924]",Adult,Male,"갈색 점퍼, 회색 상의, 청바지",3.2592592592592595,48.363287647616595,low
550,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[6960, 2160, 8240]","[0.4009216589861751, 0.12442396313364056, 0.47465437788018433]",Adult,Male,"갈색 점퍼, 회색 상의, 청바지",3.5990783410138247,58.58554125121106,low
551,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[10000, 4800, 560]","[0.6510416666666666, 0.3125, 0.036458333333333336]",Child,Male,"흰색 상의, 회색 바지",3.6614583333333335,60.46202240108612,low
553,"['Approach', 'Gesture']",2,"[3, 5]","[2320, 9840]","[0.19078947368421054, 0.8092105263157895]",Child,Male,"흰색 상의, 회색 바지",4.61842105263158,89.24885672287782,high
554,"['Approach', 'Gesture', 'None', 'Gesture', 'None']",5,"[3, 5, 4, 5, 4]","[1680, 3920, 3920, 2400, 1200]","[0.12804878048780488, 0.29878048780487804, 0.29878048780487804, 0.18292682926829268, 0.09146341463414634]",Child,Male,"흰색 상의, 회색 바지",4.353658536585366,81.28441408541315,high
558,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1520, 4000, 10320]","[0.09595959595959595, 0.25252525252525254, 0.6515151515151515]",Child,Male,"흰색 상의, 회색 바지",4.156565656565657,75.35557279544867,high
559,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[4480, 7520, 25280]","[0.12017167381974249, 0.2017167381974249, 0.6781115879828327]",Child,Male,"흰색 상의, 회색 바지",4.081545064377682,73.09884396527899,high
560,"['Approach', 'None']",2,"[3, 4]","[4720, 46160]","[0.09276729559748427, 0.9072327044025157]",Child,Male,"흰색 상의, 회색 바지",3.9072327044025155,67.85527394352796,low
561,"['Approach', 'None']",2,"[3, 4]","[3760, 2480]","[0.6025641025641025, 0.3974358974358974]",Child,Male,"흰색 상의, 회색 바지",3.397435897435897,52.51984245389985,low
562,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[6000, 6320, 10880]","[0.25862068965517243, 0.27241379310344827, 0.4689655172413793]",Child,Male,"흰색 상의, 회색 바지",4.013793103448276,71.0607661646291,high
565,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[15360, 3520, 17760]","[0.4192139737991266, 0.09606986899563319, 0.4847161572052402]",Adult,Female,"검은색 상의, 체크무늬 바지",3.6768558951965065,60.92520351919669,low
566,"['Approach', 'Gesture', 'None']",3,"[3, 5, 4]","[16160, 2960, 19760]","[0.4156378600823045, 0.07613168724279835, 0.5082304526748971]",Child,Male,"검은색 점퍼, 흰색 바지",3.6604938271604937,60.43300864867971,low
567,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[17360, 2160, 2240, 1200, 1840, 13200]","[0.4568421052631579, 0.056842105263157895, 0.05894736842105263, 0.031578947368421054, 0.04842105263157895, 0.3473684210526316]",Child,Male,"검은색 점퍼, 검은색 바지, 불빛나는 신발",3.650526315789474,60.133171369074354,low
579,"['Approach', 'None']",2,"[3, 4]","[6160, 3040]","[0.6695652173913044, 0.33043478260869563]",Adult,Female,"크로스백, 흰색 상의, 검은색 바지",3.3304347826086955,50.50435119910952,low
582,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[4160, 10000, 9200, 640, 1920, 6880]","[0.12682926829268293, 0.3048780487804878, 0.2804878048780488, 0.01951219512195122, 0.05853658536585366, 0.2097560975609756]",Child,Male,"회색 상의, 회색 바지",4.21219512195122,77.02898824954116,high
585,"['Approach', 'None']",2,"[3, 4]","[6800, 29200]","[0.18888888888888888, 0.8111111111111111]",Child,Male,"회색 상의, 회색 바지",3.811111111111111,64.9637962244634,low
586,"['Approach', 'None']",2,"[3, 4]","[5680, 3680]","[0.6068376068376068, 0.39316239316239315]",Child,Male,"회색 상의, 회색 바지",3.3931623931623927,52.39128921246841,low
587,"['Approach', 'Touch', 'None', 'Gesture']",4,"[3, 5, 4, 5]","[6640, 9440, 4160, 2720]","[0.289198606271777, 0.41114982578397213, 0.18118466898954705, 0.11846689895470383]",Child,Male,"회색 상의, 회색 바지",4.240418118466899,77.87797714783089,high
588,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2880, 3760, 4640]","[0.2553191489361702, 0.3333333333333333, 0.41134751773049644]",Child,Male,"회색 상의, 회색 바지",4.078014184397163,72.99262994569433,high
590,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[8320, 9760, 6400, 35840]","[0.13793103448275862, 0.16180371352785147, 0.10610079575596817, 0.5941644562334217]",Child,Male,"회색 상의, 회색 바지",3.9681697612732094,69.68834949058859,low
601,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",13,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[15360, 4960, 12480, 4000, 4000, 5120, 3680, 2560, 5120, 2640, 3200, 3440, 5200]","[0.2140468227424749, 0.06911928651059086, 0.17391304347826086, 0.055741360089186176, 0.055741360089186176, 0.0713489409141583, 0.05128205128205128, 0.03567447045707915, 0.0713489409141583, 0.03678929765886288, 0.044593088071348944, 0.04793756967670011, 0.07246376811594203]",Adult,Female,"크로스백, 흰색 점퍼, 검은색 바지",4.102564102564104,73.73112729008776,high
602,"['Approach', 'None']",2,"[3, 4]","[6400, 70720]","[0.08298755186721991, 0.91701244813278]",Adult,Female,"크로스백, 흰색 점퍼, 검은색 바지",3.91701244813278,68.14946289864122,low
603,"['Approach', 'None']",2,"[3, 4]","[7360, 27200]","[0.21296296296296297, 0.7870370370370371]",Adult,Female,"크로스백, 흰색 점퍼, 검은색 바지",3.787037037037037,64.23961296439963,low
604,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[10400, 28720, 14560, 91280]","[0.0717439293598234, 0.19812362030905079, 0.10044150110375276, 0.6296909492273731]",Adult,Female,"크로스백, 흰색 점퍼, 검은색 바지",4.02869757174393,71.50911430905421,high
606,"['Approach', 'None']",2,"[3, 4]","[6320, 43680]","[0.1264, 0.8736]",Adult,Female,"크로스백, 흰색 점퍼, 검은색 바지",3.8736,66.84355314197052,low
607,"['Approach', 'None']",2,"[3, 4]","[8080, 6640]","[0.5489130434782609, 0.45108695652173914]",Adult,Female,"크로스백, 흰색 점퍼, 검은색 바지",3.4510869565217392,54.133744561001116,low
608,"['Approach', 'None']",2,"[3, 4]","[13040, 6240]","[0.6763485477178424, 0.3236514522821577]",Adult,Male,"체크 남방, 흰 티, 검은색 바지",3.3236514522821574,50.300298729434175,low
609,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[16320, 13600, 6240, 13760, 9360, 3360, 1920, 17520]","[0.19883040935672514, 0.16569200779727095, 0.07602339181286549, 0.16764132553606237, 0.11403508771929824, 0.04093567251461988, 0.023391812865497075, 0.2134502923976608]",Adult,Male,"체크 남방, 흰 티, 검은색 바지",4.014619883040936,71.08563690063018,high
610,"['Approach', 'None']",2,"[3, 4]","[8000, 18160]","[0.3058103975535168, 0.6941896024464832]",Adult,Male,"체크 남방, 흰 티, 검은색 바지",3.694189602446483,61.44662671440061,low
611,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None']",6,"[3, 4, 5, 4, 5, 4]","[4640, 4080, 2080, 4400, 2880, 6800]","[0.1864951768488746, 0.1639871382636656, 0.08360128617363344, 0.17684887459807075, 0.1157556270096463, 0.2733118971061093]",Adult,Male,"체크 남방, 흰 티, 검은색 바지",4.012861736334405,71.03274928344962,high
612,"['Approach', 'None']",2,"[3, 4]","[22160, 28160]","[0.44038155802861684, 0.5596184419713831]",Child,Male,"체크무늬 상의, 검은색 바지",3.559618441971383,57.398529935950634,low
613,"['Approach', 'None']",2,"[3, 4]","[5600, 8960]","[0.38461538461538464, 0.6153846153846154]",Child,Male,"체크무늬 상의, 검은색 바지",3.615384615384616,59.0760577669034,low
614,"['Approach', 'None']",2,"[3, 4]","[17520, 64240]","[0.21428571428571427, 0.7857142857142857]",Child,Male,"체크무늬 상의, 검은색 바지",3.7857142857142856,64.19982267538512,low
615,"['Approach', 'None']",2,"[3, 4]","[2320, 8800]","[0.20863309352517986, 0.7913669064748201]",Child,Male,"체크무늬 상의, 검은색 바지",3.79136690647482,64.36986175218088,low
616,"['Approach', 'None']",2,"[3, 4]","[8080, 16640]","[0.3268608414239482, 0.6731391585760518]",Child,Male,"체크무늬 상의, 검은색 바지",3.6731391585760518,60.8133986608118,low
617,"['Approach', 'None']",2,"[3, 4]","[4240, 38160]","[0.1, 0.9]",Child,Male,"체크무늬 상의, 검은색 바지",3.9000000000000004,67.6377036462374,low
618,"['Approach', 'None']",2,"[3, 4]","[5200, 5920]","[0.4676258992805755, 0.5323741007194245]",Child,Male,"체크무늬 상의, 검은색 바지",3.5323741007194247,56.57898041535741,low
619,"['Approach', 'Touch']",2,"[3, 5]","[3520, 25760]","[0.12021857923497267, 0.8797814207650273]",Child,Male,"체크무늬 상의, 검은색 바지",4.759562841530054,93.4946075875313,high
620,"['Approach', 'None']",2,"[3, 4]","[17840, 2720]","[0.867704280155642, 0.13229571984435798]",Child,Female,"리본 핀, 흰색 원피스",3.132295719844358,44.544039206334354,low
621,"['Approach', 'None']",2,"[3, 4]","[3360, 34400]","[0.08898305084745763, 0.9110169491525424]",Child,Female,"리본 핀, 흰색 원피스",3.9110169491525424,67.96910954491065,low
622,"['Approach', 'None']",2,"[3, 4]","[9920, 90880]","[0.09841269841269841, 0.9015873015873016]",Child,Female,"리본 핀, 흰색 원피스",3.9015873015873015,67.68545199305478,low
623,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch']",6,"[3, 5, 4, 5, 4, 5]","[2160, 16960, 20800, 3200, 4000, 11280]","[0.036986301369863014, 0.29041095890410956, 0.3561643835616438, 0.0547945205479452, 0.0684931506849315, 0.19315068493150686]",Child,Female,"리본 핀, 흰색 원피스",4.501369863013699,85.72778622060216,high
624,"['Approach', 'None']",2,"[3, 4]","[3440, 30200]","[0.10225921521997622, 0.8977407847800237]",Child,Female,"리본 핀, 흰색 원피스",3.8977407847800234,67.56974315736649,low
625,"['Approach', 'None']",2,"[3, 4]","[18800, 10320]","[0.6456043956043956, 0.3543956043956044]",Child,Female,"리본 핀, 흰색 원피스",3.354395604395605,51.2251276651975,low
626,"['Approach', 'None']",2,"[3, 4]","[5680, 2080]","[0.7319587628865979, 0.26804123711340205]",Child,Female,"리본 핀, 흰색 원피스",3.268041237113402,48.62746234993961,low
627,"['Approach', 'None']",2,"[3, 4]","[6720, 40720]","[0.14165261382799327, 0.8583473861720068]",Child,Female,"리본 핀, 흰색 원피스",3.858347386172007,66.38473227216414,low
628,"['Approach', 'None']",2,"[3, 4]","[5280, 3680]","[0.5892857142857143, 0.4107142857142857]",Child,Female,"리본 핀, 흰색 원피스",3.4107142857142856,52.919275739776126,low
629,"['Approach', 'None']",2,"[3, 4]","[28400, 13040]","[0.6853281853281853, 0.31467181467181465]",Adult,Male,"차콜색 상의, 검은색 조끼, 검은색 바지",3.314671814671814,50.03017813335888,low
630,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[3040, 9440, 32080]","[0.06822262118491922, 0.2118491921005386, 0.7199281867145422]",Adult,Male,"차콜색 상의, 검은색 조끼, 검은색 바지",4.143626570915619,74.96634622750436,high
631,"['Approach', 'None']",2,"[3, 4]","[6640, 12480]","[0.3472803347280335, 0.6527196652719666]",Adult,Male,"차콜색 상의, 검은색 조끼, 검은색 바지",3.6527196652719667,60.1991505204969,low
632,"['Approach', 'None']",2,"[3, 4]","[14080, 57120]","[0.19775280898876405, 0.802247191011236]",Adult,Male,"차콜색 상의, 검은색 조끼, 검은색 바지",3.802247191011236,64.6971565798764,low
