pid,code,code_count,code_score,duration,time_ratio,A/C,M/F,appearance,engagement_score,norm_engagement_score,engagement_level
982,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",9,"[3, 5, 4, 5, 4, 5, 4, 5, 4]","[3520, 1520, 2080, 2320, 9040, 3680, 49440, 1840, 15120]","[0.03974706413730804, 0.017163504968383016, 0.023486901535682024, 0.026196928635953028, 0.1020776874435411, 0.04155374887082204, 0.5582655826558266, 0.02077687443541102, 0.17073170731707318]",Child,Male,"검은색 점퍼, 파란색 상의, 갈색 바지",4.065943992773262,72.62954097733376,high
983,"['Avoid', 'None']",2,"[2, 4]","[4000, 4480]","[0.4716981132075472, 0.5283018867924528]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.0566037735849054,42.267115066528085,low
984,"['Approach', 'None']",2,"[3, 4]","[3120, 6640]","[0.319672131147541, 0.680327868852459]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.680327868852459,61.02964555062381,low
985,"['Avoid', 'None']",2,"[2, 4]","[3760, 11360]","[0.24867724867724866, 0.7513227513227513]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.5026455026455023,55.68470082628344,low
986,"['Approach', 'None', 'None', 'None']",4,"[3, 4, 4, 4]","[3360, 21600, 23760, 16240]","[0.05172413793103448, 0.33251231527093594, 0.3657635467980296, 0.25]",Adult,Female,"흰색 가방, 흰색 점퍼, 청바지",3.9482758620689653,69.08991198737326,low
987,"['Approach', 'None']",2,"[3, 4]","[4800, 17680]","[0.21352313167259787, 0.7864768683274022]",Adult,Female,"갈색 모자, 검은색 롱패딩, 베이지색 바지",3.7864768683274024,64.22276227261057,low
990,"['Approach', 'None']",2,"[3, 4]","[10160, 6640]","[0.6047619047619047, 0.3952380952380952]",Adult,Female,"갈색 모자, 검은색 롱패딩, 베이지색 바지",3.3952380952380947,52.45372935830653,low
991,"['Approach', 'None']",2,"[3, 4]","[7840, 10880]","[0.4188034188034188, 0.5811965811965812]",Adult,Female,"갈색 모자, 검은색 롱패딩, 베이지색 바지",3.5811965811965814,58.04763183545185,low
993,"['Approach', 'None']",2,"[3, 4]","[6720, 44400]","[0.13145539906103287, 0.8685446009389671]",Adult,Female,"갈색 모자, 검은색 롱패딩, 베이지색 바지",3.868544600938967,66.6914793649406,low
994,"['Approach', 'None']",2,"[3, 4]","[4640, 9760]","[0.32222222222222224, 0.6777777777777778]",Adult,Female,"갈색 모자, 검은색 롱패딩, 베이지색 바지",3.677777777777778,60.95293509180244,low
995,"['Approach', 'Touch', 'None', 'None']",4,"[3, 5, 4, 4]","[2480, 1760, 48800, 8400]","[0.040364583333333336, 0.028645833333333332, 0.7942708333333334, 0.13671875]",Adult,Female,"갈색 모자, 검은색 롱패딩, 베이지색 바지",3.98828125,70.29333240399535,high
997,"['Approach', 'None']",2,"[3, 4]","[8000, 2720]","[0.746268656716418, 0.2537313432835821]",Adult,Male,"검은색 점퍼, 검은색 상의 위 흰색 무늬, 검은색 바지",3.253731343283582,48.19699987263064,low
1000,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'None', 'None']",8,"[3, 4, 5, 4, 5, 4, 4, 4]","[6400, 9360, 2160, 6720, 4320, 28400, 8880, 11040]","[0.08281573498964803, 0.12111801242236025, 0.027950310559006212, 0.08695652173913043, 0.055900621118012424, 0.36749482401656314, 0.11490683229813664, 0.14285714285714285]",Adult,Male,"검은색 점퍼, 검은색 상의 위 흰색 무늬, 검은색 바지",4.00103519668737,70.67698972191837,high
1002,"['Approach', 'None']",2,"[3, 4]","[3760, 17360]","[0.17803030303030304, 0.821969696969697]",Child,Male,"검은색 점퍼, 흰색 줄무늬 검은색 바지",3.8219696969696972,65.29043832428239,low
1005,"['Approach', 'None']",2,"[3, 4]","[5520, 13840]","[0.28512396694214875, 0.7148760330578512]",Child,Male,"검은색 점퍼, 흰색 줄무늬 검은색 바지",3.714876033057851,62.06890471824528,low
1006,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[3200, 5680, 560, 2720, 27680]","[0.08032128514056225, 0.142570281124498, 0.014056224899598393, 0.06827309236947791, 0.6947791164658634]",Child,Male,"검은색 점퍼, 흰색 줄무늬 검은색 바지",4.1305220883534135,74.57214427921149,high
1007,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[4640, 3600, 1920, 9440]","[0.23673469387755103, 0.1836734693877551, 0.09795918367346938, 0.4816326530612245]",Child,Male,"검은색 점퍼, 흰색 줄무늬 검은색 바지",3.8612244897959185,66.47127974541252,low
1012,"['Approach', 'None']",2,"[3, 4]","[4800, 4080]","[0.5405405405405406, 0.4594594594594595]",Adult,Male,"흰색 상의, 검은색 바지",3.4594594594594597,54.38560166062106,low
1013,"['Approach', 'Gesture']",2,"[3, 5]","[1920, 3840]","[0.3333333333333333, 0.6666666666666666]",Adult,Male,"흰색 상의, 검은색 바지",4.333333333333333,80.67300232738556,high
1014,"['Approach', 'Gesture']",2,"[3, 5]","[3760, 3920]","[0.4895833333333333, 0.5104166666666666]",Adult,Male,"흰색 상의, 검은색 바지",4.020833333333333,71.27254654771139,high
1034,"['Approach', 'None']",2,"[3, 4]","[8160, 6880]","[0.5425531914893617, 0.4574468085106383]",Child,Male,"흰색 후리스, 파란색 상의, 검은색 바지",3.457446808510638,54.32505818463924,low
1037,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch']",16,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5]","[4880, 2240, 1040, 24000, 480, 2160, 1760, 3840, 2240, 6640, 17440, 19600, 30720, 3040, 39920, 7760]","[0.029089175011921792, 0.01335240820219361, 0.00619933237958989, 0.1430615164520744, 0.002861230329041488, 0.012875536480686695, 0.010491177873152123, 0.022889842632331903, 0.01335240820219361, 0.039580352885073916, 0.10395803528850739, 0.11683357176919408, 0.18311874105865522, 0.018121125417262757, 0.2379589890319504, 0.04625655698617072]",Child,Male,"파란색 상의, 흰색 조끼, 검은색 바지",4.383881735813066,82.19357199856606,high
1038,"['Approach', 'None']",2,"[3, 4]","[5040, 31440]","[0.13815789473684212, 0.8618421052631579]",Child,Male,"파란색 상의, 흰색 조끼, 검은색 바지",3.8618421052631575,66.4898585194561,low
1039,"['Approach', 'None']",2,"[3, 4]","[4960, 2160]","[0.6966292134831461, 0.30337078651685395]",Child,Male,"파란색 상의, 흰색 조끼, 검은색 바지",3.3033707865168545,49.69022672396511,low
1040,"['Approach', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",22,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[2160, 22720, 3120, 720, 34080, 13680, 3840, 34160, 1760, 480, 9680, 38000, 11920, 8960, 6480, 1840, 23280, 1680, 7280, 15360, 2480, 11520]","[0.008463949843260187, 0.0890282131661442, 0.012225705329153605, 0.0028213166144200625, 0.1335423197492163, 0.05360501567398119, 0.015047021943573668, 0.13385579937304076, 0.006896551724137931, 0.0018808777429467085, 0.03793103448275862, 0.14890282131661442, 0.04670846394984326, 0.03510971786833856, 0.025391849529780564, 0.007210031347962382, 0.09122257053291537, 0.0065830721003134795, 0.028526645768025077, 0.06018808777429467, 0.009717868338557993, 0.045141065830721]",Child,Male,"파란색 상의, 흰색 조끼, 검은색 바지",4.398746081504703,82.6407131965437,high
1041,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[1680, 2480, 2320]","[0.25925925925925924, 0.38271604938271603, 0.35802469135802467]",Child,Male,"파란색 상의, 흰색 조끼, 검은색 바지",4.1234567901234565,74.35960980375253,high
1042,"['Avoid', 'None']",2,"[2, 4]","[5360, 18000]","[0.22945205479452055, 0.7705479452054794]",Child,Male,"파란색 상의, 흰색 조끼, 검은색 바지",3.5410958904109586,56.841344569965024,low
1043,"['Approach', 'Gesture', 'Gesture', 'None', 'None']",5,"[3, 5, 5, 4, 4]","[8320, 2880, 3440, 0, 3360]","[0.4622222222222222, 0.16, 0.19111111111111112, 0.0, 0.18666666666666668]",Child,Male,"파란색 상의, 흰색 조끼, 검은색 바지",3.888888888888889,67.30346521851564,low
1045,"['Approach', 'None']",2,"[3, 4]","[10560, 8720]","[0.5477178423236515, 0.45228215767634855]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",3.4522821576763487,54.16969795492662,low
1046,"['Approach', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None']",10,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[3200, 5200, 4720, 12960, 17600, 5280, 2880, 44880, 3840, 16080]","[0.027434842249657063, 0.04458161865569273, 0.04046639231824417, 0.1111111111111111, 0.15089163237311384, 0.04526748971193416, 0.024691358024691357, 0.38477366255144035, 0.03292181069958848, 0.13786008230452676]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",4.221536351165981,77.30998604845688,high
1047,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None']",8,"[3, 4, 5, 4, 5, 4, 5, 4]","[4320, 3760, 3920, 8640, 2080, 7040, 2320, 52960]","[0.05079962370649106, 0.04421448730009407, 0.04609595484477893, 0.10159924741298212, 0.024459078080903106, 0.08278457196613359, 0.027281279397930385, 0.6227657572906867]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",4.047036688617121,72.06078169210927,high
1048,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[5120, 17680, 4160, 18560]","[0.11247803163444639, 0.3884007029876977, 0.0913884007029877, 0.4077328646748682]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",3.978910369068541,70.01144263819448,high
1049,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[4480, 3360, 4400]","[0.3660130718954248, 0.27450980392156865, 0.35947712418300654]",Adult,Female,"파란색 가방, 흰색 상의, 검은색 바지",3.908496732026144,67.89329773802461,low
1054,"['Approach', 'None']",2,"[3, 4]","[9120, 48240]","[0.1589958158995816, 0.8410041841004184]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",3.8410041841004183,65.86302345887798,low
1055,"['Approach', 'None']",2,"[3, 4]","[3680, 15840]","[0.1885245901639344, 0.8114754098360656]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",3.8114754098360657,64.97475486143789,low
1057,"['Approach', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Touch', 'None']",14,"[3, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[5760, 26720, 5200, 16640, 3680, 160, 2960, 640, 3200, 12560, 3120, 12240, 2320, 83760]","[0.03218596334376397, 0.14930710773357175, 0.029056772463120252, 0.0929816718819848, 0.02056325435851587, 0.000894054537326777, 0.016540008940545373, 0.003576218149307108, 0.017881090746535537, 0.07018328118015199, 0.01743406347787215, 0.06839517210549843, 0.012963790791238265, 0.4680375502905677]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",4.082253017434063,73.12014022576089,high
1058,"['Approach', 'None', 'Gesture', 'None', 'None']",5,"[3, 4, 5, 4, 4]","[4640, 102400, 2240, 29920, 9680]","[0.031166039763567976, 0.6878022568511553, 0.015045674368619023, 0.20096722192369693, 0.06501880709296078]",Adult,Male,"흰색 상의, 검은색 조끼, 흰색 바지",3.9838796346050507,70.1609253931814,high
1060,"['Approach', 'None']",2,"[3, 4]","[15280, 4480]","[0.7732793522267206, 0.22672064777327935]",Child,Male,"갈색 후리스, 검은색 바지",3.2267206477732793,47.384478756717535,low
1061,"['Approach', 'None', 'Touch', 'None', 'Touch']",5,"[3, 4, 5, 4, 5]","[1920, 3520, 24080, 1520, 7200]","[0.0502092050209205, 0.09205020920502092, 0.6297071129707112, 0.0397489539748954, 0.18828451882845187]",Child,Male,"갈색 후리스, 검은색 바지",4.7677824267782425,93.74186470002044,high
1062,"['Approach', 'None']",2,"[3, 4]","[6160, 10880]","[0.3615023474178404, 0.6384976525821596]",Child,Male,"갈색 후리스, 검은색 바지",3.6384976525821595,59.771331636053716,low
1063,"['Approach', 'None']",2,"[3, 4]","[3040, 15600]","[0.1630901287553648, 0.8369098712446352]",Child,Male,"갈색 후리스, 검은색 바지",3.8369098712446355,65.73986055664139,low
1064,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[3600, 18640, 2640, 2960]","[0.12931034482758622, 0.6695402298850575, 0.09482758620689655, 0.10632183908045977]",Child,Male,"갈색 후리스, 검은색 바지",3.9655172413793105,69.60855782349323,low
1065,"['Approach', 'None', 'Touch', 'Gesture', 'None', 'Touch', 'None']",7,"[3, 4, 5, 5, 4, 5, 4]","[4560, 13680, 2960, 1680, 8240, 3440, 14480]","[0.0929853181076672, 0.27895595432300163, 0.06035889070146819, 0.03425774877650897, 0.16802610114192496, 0.0701468189233279, 0.29526916802610115]",Child,Male,"갈색 후리스, 검은색 바지",4.071778140293638,72.80504064382143,high
1066,"['Approach', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None', 'Touch', 'None', 'Gesture', 'None']",19,"[3, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4, 5, 4]","[1680, 3520, 14800, 5200, 14320, 2640, 24320, 3120, 10320, 4560, 46800, 4160, 1040, 2480, 7200, 3040, 71440, 3120, 4800]","[0.007350367518375919, 0.015400770038501925, 0.0647532376618831, 0.022751137556877844, 0.06265313265663283, 0.011550577528876444, 0.1064053202660133, 0.013650682534126707, 0.04515225761288064, 0.019950997549877492, 0.2047602380119006, 0.018200910045502276, 0.004550227511375569, 0.010850542527126356, 0.03150157507875394, 0.013300665033251663, 0.31256562828141404, 0.013650682534126707, 0.021001050052502624]",Child,Male,"갈색 후리스, 검은색 바지",4.131956597829891,74.61529641648877,high
1067,"['Approach', 'None']",2,"[3, 4]","[2320, 30720]","[0.07021791767554479, 0.9297820823244553]",Child,Male,"갈색 후리스, 검은색 바지",3.929782082324455,68.5335921195739,low
1071,"['Approach', 'Touch', 'None', 'Touch', 'None']",5,"[3, 5, 4, 5, 4]","[6080, 10960, 9920, 2320, 16640]","[0.13240418118466898, 0.23867595818815332, 0.21602787456445993, 0.050522648083623695, 0.3623693379790941]",Child,Male,"흰색 점퍼, 검은색 후드, 검은색 바지, 검은색 운동화",4.156794425087108,75.36245448623167,high
1074,"['Approach', 'Gesture']",2,"[3, 5]","[9040, 1520]","[0.8560606060606061, 0.14393939393939395]",Child,Male,"흰색 점퍼, 검은색 후드, 검은색 바지, 검은색 운동화",3.287878787878788,49.224204809930185,low
1078,"['Approach', 'None']",2,"[3, 4]","[6800, 9520]","[0.4166666666666667, 0.5833333333333334]",Child,Male,"흰색 점퍼, 검은색 후드, 검은색 바지, 회색 운동화",3.5833333333333335,58.11190845616757,low
1097,"['Approach', 'None', 'Touch', 'None']",4,"[3, 4, 5, 4]","[12240, 47120, 3680, 35840]","[0.12378640776699029, 0.47653721682847894, 0.0372168284789644, 0.36245954692556637]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",3.913430420711974,68.04171028945446,low
1098,"['Approach', 'Touch', 'None']",3,"[3, 5, 4]","[2480, 1920, 18000]","[0.11071428571428571, 0.08571428571428572, 0.8035714285714286]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",3.975,69.8938130333592,low
1099,"['Approach', 'None', 'None']",3,"[3, 4, 4]","[2800, 5440, 12720]","[0.13358778625954199, 0.2595419847328244, 0.6068702290076335]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",3.8664122137404577,66.62733404793347,low
1100,"['Approach', 'None']",2,"[3, 4]","[6080, 33520]","[0.15353535353535352, 0.8464646464646465]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",3.8464646464646464,66.02728213085078,low
1101,"['Approach', 'None']",2,"[3, 4]","[2160, 10000]","[0.17763157894736842, 0.8223684210526315]",Adult,Female,"검은색 패딩, 회색 상의, 회색 바지",3.8223684210526314,65.30243252623413,low
1103,"['Approach', 'None']",2,"[3, 4]","[9760, 135360]","[0.06725468577728776, 0.9327453142227122]",Child,Female,"회색 롱패딩, 흰색 바지",3.932745314222712,68.62273045693223,low
1104,"['Approach', 'None']",2,"[3, 4]","[10400, 6560]","[0.6132075471698113, 0.3867924528301887]",Child,Female,"회색 롱패딩, 흰색 바지",3.3867924528301887,52.19967211674986,low
1105,"['Approach', 'None']",2,"[3, 4]","[5280, 5200]","[0.5038167938931297, 0.4961832061068702]",Child,Female,"회색 롱패딩, 흰색 바지",3.49618320610687,55.49030552117446,low
1106,"['Approach', 'None']",2,"[3, 4]","[4560, 20800]","[0.17981072555205047, 0.8201892744479495]",Child,Female,"회색 롱패딩, 흰색 바지",3.8201892744479498,65.23688061809096,low
1108,"['Approach', 'None', 'Gesture', 'None']",4,"[3, 4, 5, 4]","[7680, 5200, 2800, 2400]","[0.4247787610619469, 0.28761061946902655, 0.15486725663716813, 0.13274336283185842]",Child,Male,"검은색 롱패딩, 검은색 바지",3.730088495575221,62.52651777806765,low
1109,"['Approach', 'None', 'Gesture', 'None', 'Gesture', 'None']",6,"[3, 4, 5, 4, 5, 4]","[5360, 45360, 1840, 36400, 6320, 62800]","[0.03390688259109312, 0.28694331983805665, 0.011639676113360324, 0.23026315789473684, 0.039979757085020245, 0.3972672064777328]",Child,Male,"검은색 롱패딩, 검은색 바지",4.017712550607287,71.17866885166607,high
1110,"['Approach', 'None']",2,"[3, 4]","[3840, 11680]","[0.24742268041237114, 0.7525773195876289]",Child,Male,"검은색 롱패딩, 검은색 바지",3.752577319587629,63.20301440419729,low
1111,"['Approach', 'None']",2,"[3, 4]","[4800, 16480]","[0.22556390977443608, 0.7744360902255639]",Child,Male,"검은색 롱패딩, 검은색 바지",3.774436090225564,63.860558105893126,low
1114,"['Approach', 'Touch']",2,"[3, 5]","[12640, 4800]","[0.7247706422018348, 0.27522935779816515]",Child,Male,"갈색 후리스, 검은색 바지",3.5504587155963305,57.12299200717433,low
